source_text,target_glyphs,source_len,target_len,categories,pair_id
ka tangata kai atu nga au na te ma,g001 g016 g051 g096 g003 g017 g001 g001 g097,9,9,det noun verb part det noun det det part,15676
te tangata inu i tau tangata,g002 g020 g020 g051 g101 g001 g022 g022,6,8,det noun verb part det noun,15677
te ika haere mai te tangata i ika i a,g001 g017 g051 g098 g004 g043 g099 g099 g016 g096 g096,10,11,det noun verb part det noun part noun part part,15678
ka matau kai no tau vai ka tangata aku haere i i nei,g015 g018 g058 g101 g010 g018 g011 g016 g016 g001 g051 g098 g098 g097 g102 g102,13,16,det noun verb part det noun det noun det verb part part part,15679
he tangata kai i tena maa atu ki tangata mai hula a tangata hele,g002 g016 g051 g098 g002 g002 g002 g016 g096 g103 g017 g099 g064 g064 g001 g021 g051,14,17,det noun verb part det noun part part noun part verb det noun verb,15680
te ana haere na he vahine na,g011 g022 g060 g096 g002 g016 g104,7,7,det noun verb part det noun part,15681
hoi he tangata noho,g103 g001 g018 g018 g055 g055,4,6,part det noun verb,15682
tau tangata tae i Matua i ki tangata a tana ra,g001 g029 g029 g051 g051 g098 g088 g100 g096 g030 g030 g001 g004 g099,11,14,det noun verb part name part part noun det det part,15683
te kahu i he,g004 g031 g098 g098 g012,4,5,det noun part det,15684
na Tane noho tahi tangata i a vaka teia tamaiti haere i,g098 g087 g051 g077 g040 g104 g002 g017 g004 g025 g055 g096 g096,12,13,part name verb num noun part det noun det noun verb part,15685
te tangata noho,g013 g021 g055,3,3,det noun verb,15686
i tanaa vahine tuku ki te matau,g101 g003 g016 g065 g065 g102 g011 g011 g011 g031 g031,7,11,part det noun verb part det noun,15687
e tangata tangi rua tangata pe tangata tamaiti ka te mua te,g010 g018 g051 g071 g040 g040 g040 g103 g017 g017 g010 g002 g002 g019 g019 g001,12,16,det noun verb num noun part noun noun det det noun det,15688
Hotu Koihu haere ko vahine pe atu he i i ki ora o haere,g081 g083 g067 g067 g001 g022 g099 g096 g002 g098 g101 g105 g105 g069 g099 g051,14,16,name name verb det noun part part det part part part verb part verb,15689
te titi haere toru kura i tangata haere te,g003 g016 g055 g055 g072 g017 g096 g016 g016 g051 g051 g051 g006,9,13,det noun verb num noun part noun verb det,15690
he ihu mate tahi hare i nga,g001 g016 g051 g077 g016 g101 g004,7,7,det noun verb num noun part det,15691
he moka haere ono tangata atu,g001 g019 g060 g071 g050 g050 g050 g096,6,8,det noun verb num noun part,15692
Ngaara Koro noho,g081 g088 g055,3,3,name name verb,15693
Hotu Tangaroa haere a waha,g081 g091 g053 g003 g003 g003 g023,5,7,name name verb det noun,15694
mou ika haere i Tangaroa i,g003 g003 g038 g060 g101 g086 g096,6,7,det noun verb part name part,15695
ki Tuu hahau va,g096 g081 g081 g054 g072,4,5,part name verb num,15696
tena tangata ora toa te,g001 g019 g019 g052 g098 g004,5,6,det noun verb part det,15697
te mata haere tahi tangata na,g002 g002 g034 g060 g079 g079 g050 g097,6,8,det noun verb num noun part,15698
Hotu haere te tangata o i haere vahine he ona tangata tangata i tiki,g081 g051 g009 g027 g096 g096 g096 g068 g044 g015 g013 g016 g016 g020 g020 g096 g051 g051,14,18,name verb det noun part part verb noun det det noun noun part verb,15699
teia maa araara ki te vahine,g010 g010 g045 g054 g054 g054 g096 g096 g096 g002 g044,6,11,det noun verb part det noun,15700
tau tangata kai i he tangata maunga te he vahine,g003 g040 g062 g101 g008 g043 g032 g001 g002 g002 g018 g018,10,12,det noun verb part det noun noun det det noun,15701
nga tangata moe toru tangata mai e ki i tangata tae noho te te,g015 g015 g016 g051 g071 g019 g100 g005 g103 g098 g021 g053 g051 g001 g002,14,15,det noun verb num noun part det part part noun verb verb det det,15702
he marama i te,g001 g016 g098 g007,4,4,det noun part det,15703
mai na tangata makemake i te ua te te,g096 g096 g096 g002 g016 g054 g104 g005 g005 g017 g001 g006,9,12,part det noun verb part det noun det det,15704
ko tangata ra te vahine haere atu haere he te,g001 g040 g096 g005 g005 g018 g051 g105 g051 g002 g001 g001,10,12,det noun part det noun verb part verb det det,15705
tau tangata araara rua vahine i maa haere manu te taringa tangata i,g001 g019 g019 g059 g075 g075 g075 g022 g096 g017 g060 g060 g023 g009 g022 g027 g096,13,17,det noun verb num noun part noun verb noun det noun noun part,15706
nga tua atu takua tangata noho mai,g001 g016 g100 g001 g038 g054 g096 g096,7,8,det noun part det noun verb part,15707
he manu patu ki te ika kite he kai vahine,g001 g036 g063 g098 g004 g016 g052 g012 g057 g018 g018 g018,10,12,det noun verb part det noun verb det verb noun,15708
teia moka haere atu he tamaiti to te atu,g013 g016 g055 g096 g012 g018 g096 g001 g001 g097,9,10,det noun verb part det noun part det part,15709
te tangata hana i te marama he,g011 g020 g054 g097 g001 g044 g001,7,7,det noun verb part det noun det,15710
he maunga haere va tangata,g012 g012 g022 g053 g071 g017,5,6,det noun verb num noun,15711
te rakau noho i tau ao tangata i kai vahine moe he,g002 g002 g023 g051 g051 g098 g098 g098 g002 g043 g017 g096 g051 g017 g055 g001,12,16,det noun verb part det noun noun part verb noun verb det,15712
te tai nue i Tangaroa i tangata ika haere he,g001 g020 g059 g101 g092 g103 g028 g016 g056 g002,10,10,det noun verb part name part noun noun verb det,15713
atu kou tangata haere i te tangata te i mai noho,g097 g007 g018 g060 g060 g099 g002 g017 g006 g006 g006 g098 g100 g060,11,14,part det noun verb part det noun det part part verb,15714
nga vahine inu i te tamaiti i i,g005 g029 g054 g097 g097 g002 g017 g098 g098,8,9,det noun verb part det noun part part,15715
ki te au ue,g096 g001 g032 g052,4,4,part det noun verb,15716
ko rakau i e ika makemake i maa tahi tamaiti tonu,g001 g037 g096 g096 g002 g002 g016 g051 g051 g101 g027 g016 g023 g023 g097,11,15,det noun part det noun verb part noun noun noun part,15717
he motu haere i te taringa a atu ika te kai tanaa,g014 g016 g068 g098 g003 g003 g016 g097 g099 g099 g099 g018 g018 g002 g062 g062 g001,12,17,det noun verb part det noun part part noun det verb det,15718
tau vahine haere ki Kava mai tangi tamaiti nei,g002 g016 g055 g096 g083 g097 g051 g016 g016 g096,9,10,det noun verb part name part verb noun part,15719
te waha inu na te tangata ma mai tangata tau tai tuku te,g012 g012 g018 g059 g059 g104 g003 g018 g097 g096 g021 g004 g018 g018 g051 g007,13,16,det noun verb part det noun part part noun det noun verb det,15720
nga kahu haere ma te tangata mo ua haere haere ra haere noho,g004 g018 g051 g096 g003 g018 g105 g023 g051 g051 g098 g056 g051,13,13,det noun verb part det noun part noun verb verb part verb verb,15721
taku tangata i te au haere i he vahine ki,g013 g040 g103 g005 g021 g051 g099 g012 g012 g042 g096,10,11,det noun part det noun verb part det noun part,15722
ai na vahine hele atu te tahi au mai ka makemake matau matangi,g096 g006 g018 g018 g059 g098 g003 g031 g016 g097 g002 g051 g028 g028 g017,13,15,part det noun verb part det noun noun part det verb noun noun,15723
ra Ure noho rua ika ma tau tangata te a,g097 g083 g068 g068 g079 g018 g096 g012 g029 g029 g029 g001 g001,10,13,part name verb num noun part det noun det det,15724
i tau rakau noho ma tau moka te ko,g101 g009 g016 g066 g066 g066 g102 g003 g016 g001 g003,9,11,part det noun verb part det noun det det,15725
ko tangata noho,g001 g021 g055,3,3,det noun verb,15726
Hotu Hotu noho te maa i to te ko aku taua,g090 g092 g051 g001 g042 g100 g100 g096 g006 g006 g003 g001 g019,11,13,name name verb det noun part part det det det noun,15727
mo he tangata kai o he tangata ora tangata,g098 g001 g016 g053 g096 g001 g016 g058 g016,9,9,part det noun verb part det noun verb noun,15728
he tangata haere i te matangi teia mo huti ka,g001 g001 g001 g040 g040 g040 g051 g101 g004 g017 g011 g096 g051 g011,10,14,det noun verb part det noun det part verb det,15729
he vahine hele ra aku vahine i i vahine tangata tonu na,g014 g014 g018 g051 g096 g014 g017 g098 g096 g017 g032 g096 g002,12,13,det noun verb part det noun part part noun noun part det,15730
nga vahine tau ki te manu mate,g001 g022 g051 g096 g096 g001 g016 g069 g069,7,9,det noun verb part det noun verb,15731
Matua kai tou vahine i tangata,g083 g055 g002 g016 g097 g022,6,6,name verb det noun part noun,15732
he vahine noho mo,g001 g038 g053 g096,4,4,det noun verb part,15733
he maa korero ma Maui i tangata,g001 g020 g056 g100 g085 g085 g101 g016,7,8,det noun verb part name part noun,15734
aku ava hula tahi,g014 g024 g051 g051 g072,4,5,det noun verb num,15735
he maa haere ana tau vahine mai atu,g004 g039 g051 g096 g004 g016 g097 g097 g103,8,9,det noun verb part det noun part part,15736
ko vai mate ki taku,g003 g019 g058 g058 g102 g102 g001,5,7,det noun verb part det,15737
Tuu haere e uri,g082 g053 g001 g001 g001 g039,4,6,name verb det noun,15738
nga ika inu tahi tamaiti pe tena tangata haere vahine manu rakau te,g004 g016 g059 g075 g075 g016 g096 g005 g016 g051 g016 g016 g016 g016 g018 g007,13,16,det noun verb num noun part det noun verb noun noun noun det,15739
te ika haere ha_tekau,g004 g025 g061 g077,4,4,det noun verb num,15740
he ika haere ei he vahine na ki tangata atu na i i,g015 g016 g051 g098 g001 g027 g096 g096 g021 g101 g002 g097 g096,13,13,det noun verb part det noun part part noun part det part part,15741
Hotu noho te vahine i kite tena ki i a moe kai te,g083 g053 g001 g017 g097 g069 g005 g096 g099 g003 g051 g052 g007,13,13,name verb det noun part verb det part part det verb verb det,15742
Rangi ai nga tangata,g081 g053 g001 g019,4,4,name verb det noun,15743
na hua i te tangata kai i mai vahine ika hula,g001 g017 g096 g001 g044 g070 g101 g097 g097 g016 g046 g057,11,12,det noun part det noun verb part part noun noun verb,15744
te tangata haere ko tamaiti moe ra he ana haere tai ua he i,g002 g016 g067 g001 g001 g034 g052 g098 g002 g016 g062 g021 g033 g033 g001 g098,14,16,det noun verb det noun verb part det noun verb noun noun det part,15745
te raro haere i te ika i mate vahine tangata haere ika,g002 g025 g068 g098 g098 g098 g003 g003 g036 g098 g051 g017 g032 g055 g019,12,15,det noun verb part det noun part verb noun noun verb noun,15746
e vahine huri i taua vahine i haere te waha vahine moe teia,g008 g016 g016 g056 g099 g011 g027 g098 g060 g011 g011 g032 g016 g051 g006,13,15,det noun verb part det noun part verb det noun noun verb det,15747
tau tangata haere tahi tangata ki i ava,g007 g007 g030 g051 g051 g074 g016 g104 g104 g098 g019,8,11,det noun verb num noun part part noun,15748
he vahine tangi atu Tiki ki te kite ruga inu,g001 g001 g017 g051 g096 g091 g097 g002 g002 g053 g016 g016 g054,10,13,det noun verb part name part det verb noun verb,15749
te motu ora atu ko manu ora te no haere ki,g001 g023 g051 g102 g001 g022 g052 g052 g052 g006 g096 g055 g055 g096 g096 g096,11,16,det noun verb part det noun verb det part verb part,15750
tahi he tamaiti hula tonu tena tangata teia haere marama tangi patu tamaiti,g072 g007 g019 g019 g066 g096 g007 g017 g009 g051 g036 g036 g064 g062 g023,13,15,num det noun verb part det noun det verb noun verb verb noun,15751
te hua korero ma Hotu hoki tangata na noho motu,g001 g017 g051 g051 g100 g100 g086 g098 g028 g006 g051 g018,10,12,det noun verb part name part noun det verb noun,15752
he tangata mai ka rau haere i,g001 g020 g098 g003 g018 g063 g098,7,7,det noun part det noun verb part,15753
na tangata makemake atu te vahine i tangata te araara i,g001 g029 g068 g102 g001 g016 g101 g030 g011 g051 g098,11,11,det noun verb part det noun part noun det verb part,15754
na tangata ki te tangata noho mai taringa ora tua,g005 g005 g040 g100 g005 g016 g051 g096 g017 g052 g020,10,11,det noun part det noun verb part noun verb noun,15755
he tangata inu,g001 g001 g021 g051,3,4,det noun verb,15756
teia ihu atu a ua hele na kai no mua,g002 g002 g041 g098 g012 g047 g052 g098 g056 g100 g027,10,11,det noun part det noun verb part verb part noun,15757
Hotu inu te ihu i mate,g081 g053 g006 g018 g097 g016,6,6,name verb det noun part noun,15758
i te tangata ai,g102 g102 g001 g001 g001 g018 g051,4,7,part det noun verb,15759
tonu nga vahine,g096 g003 g003 g016,3,4,part det noun,15760
te tangata inu ai te tangata i rima na te ra tau,g002 g002 g018 g051 g096 g003 g017 g098 g017 g001 g002 g002 g096 g096 g001 g001,12,16,det noun verb part det noun part noun det det part det,15761
te marama haere i a vahine haere ruga tamaiti ika,g001 g022 g051 g101 g003 g016 g016 g051 g020 g027 g031,10,11,det noun verb part det noun verb noun noun noun,15762
Tiki tiki ona maa,g081 g081 g051 g001 g030,4,5,name verb det noun,15763
tau vahine moe ma he manu,g002 g019 g019 g051 g051 g051 g098 g098 g001 g016,6,10,det noun verb part det noun,15764
Papa kai te hue na ua mo te,g086 g051 g002 g017 g096 g016 g099 g099 g006,8,9,name verb det noun part noun part det,15765
te vai haere ana Matua i,g002 g016 g060 g096 g082 g096,6,6,det noun verb part name part,15766
i Koro haere tahi tangata no te vai mahina,g101 g095 g055 g073 g017 g099 g005 g028 g026 g026 g026,9,11,part name verb num noun part det noun noun,15767
te maa kume tahi motu i ika ora,g002 g002 g039 g056 g074 g016 g096 g016 g051,8,9,det noun verb num noun part noun verb,15768
he ika haere ki tau mua hoi nga a muri tangata,g002 g042 g051 g096 g003 g019 g096 g001 g001 g001 g016 g020,11,12,det noun verb part det noun part det det noun noun,15769
a raa haere i teia tangata,g001 g030 g060 g101 g002 g022,6,6,det noun verb part det noun,15770
he mata ta he moka haere mai ana haere vahine na tangata,g014 g017 g105 g001 g017 g051 g096 g097 g070 g017 g096 g037,12,12,det noun part det noun verb part part verb noun part noun,15771
Hotu haere tou rakau atu haere pepe i amo i manu haere i,g083 g051 g001 g024 g024 g098 g098 g064 g064 g020 g097 g097 g061 g097 g016 g056 g096,13,17,name verb det noun part verb noun part verb part noun verb part,15772
te ivi haere,g013 g013 g017 g017 g051,3,5,det noun verb,15773
tanaa tangata noho ki,g011 g011 g011 g018 g053 g100,4,6,det noun verb part,15774
te tangata haere ana a tangata,g002 g020 g060 g096 g004 g022,6,6,det noun verb part det noun,15775
Hotu moe tau tamaiti na,g081 g051 g002 g018 g096,5,5,name verb det noun part,15776
Matua Koihu ora he ika ki ki,g081 g088 g051 g051 g051 g002 g020 g096 g097,7,9,name name verb det noun part part,15777
Hotu Ngaara mate te tangata i mai haere kai tau ua i,g090 g082 g052 g052 g052 g010 g040 g104 g104 g096 g051 g051 g001 g021 g096,12,15,name name verb det noun part part verb verb det noun part,15778
te vahine kai ki a tahi i moe nga,g003 g016 g051 g096 g006 g016 g099 g051 g002,9,9,det noun verb part det noun part verb det,15779
mo o tangata makemake i aku tua noho te tamaiti te haere na tae,g096 g002 g002 g002 g016 g051 g100 g100 g001 g016 g053 g008 g016 g005 g051 g001 g103,14,17,part det noun verb part det noun verb det noun det verb det part,15780
nga marama haere mo te tangata tau noho tau he te tangata nga manu,g015 g018 g067 g096 g014 g035 g012 g053 g004 g003 g005 g020 g015 g015 g016,14,15,det noun verb part det noun det verb det det det noun det noun,15781
tau po noho mai te vahine vahine inu tangata i taku,g001 g001 g017 g051 g102 g001 g016 g016 g056 g018 g097 g007,11,12,det noun verb part det noun noun verb noun part det,15782
Hotu haere na vahine na i mou vahine tangata te tangi ika te,g083 g051 g002 g017 g102 g096 g008 g032 g021 g009 g064 g031 g007,13,13,name verb det noun part part det noun noun det verb noun det,15783
a marama haere na te tamaiti o haere manu o haere i ala,g003 g003 g023 g023 g051 g104 g003 g016 g099 g060 g060 g023 g005 g052 g097 g059,13,16,det noun verb part det noun part verb noun det verb part verb,15784
tekau te mahina,g076 g003 g017,3,3,num det noun,15785
te maa noho na he pua mo atu tangata mai ruga atu,g002 g002 g042 g051 g096 g001 g018 g100 g099 g025 g100 g038 g096,12,13,det noun verb part det noun part part noun part noun part,15786
tahi te ivi noho atu te motu,g071 g001 g018 g018 g055 g099 g011 g016,7,8,num det noun verb part det noun,15787
rua te vahine inu atu te tua ki ua he atu ki mai,g071 g001 g018 g018 g060 g098 g003 g025 g096 g017 g017 g007 g098 g098 g098 g096 g096,13,17,num det noun verb part det noun part noun det part part part,15788
he waha haere ki te waha ma vahine tangata vai hana i ki he,g002 g016 g067 g100 g014 g017 g096 g044 g017 g016 g052 g099 g104 g012,14,14,det noun verb part det noun part noun noun noun verb part part det,15789
Koihu topa te manu ana te i i,g084 g052 g002 g027 g096 g008 g098 g098,8,8,name verb det noun part det part part,15790
te ua haere na te tangata tamaiti te,g002 g025 g051 g098 g002 g016 g016 g006,8,8,det noun verb part det noun noun det,15791
a marama inu i a rakau ei haere i he tamaiti,g003 g003 g016 g053 g098 g002 g017 g017 g096 g052 g098 g001 g017,11,13,det noun verb part det noun part verb part det noun,15792
ko tangata ala na tau tangata atu ki i i hele ora,g002 g018 g066 g096 g002 g017 g097 g096 g098 g096 g052 g051 g051 g051,12,14,det noun verb part det noun part part part part verb verb,15793
o hue haere i,g001 g021 g061 g061 g096,4,5,det noun verb part,15794
te mata haere ki Hotu nei i nga vahine tangata,g001 g017 g051 g098 g098 g086 g097 g099 g003 g042 g022 g022,10,12,det noun verb part name part part det noun noun,15795
tau rakau noho i taua maa ei i rakau mai haere,g001 g037 g051 g098 g001 g019 g019 g096 g096 g029 g100 g053,11,12,det noun verb part det noun part part noun part verb,15796
e tangata atu te kahu hahau atu noho manu,g001 g016 g098 g098 g011 g022 g051 g102 g053 g021,9,10,det noun part det noun verb part verb noun,15797
Ngaara mate he vahine mai mai ko kai te tangata noho tahu,g081 g052 g003 g003 g021 g096 g100 g100 g006 g051 g001 g032 g062 g053,12,14,name verb det noun part part det verb det noun verb verb,15798
Ure Kava inu tou maui ki i vahine inu haere hahau tamaiti hele,g081 g085 g059 g009 g026 g098 g098 g032 g056 g051 g054 g020 g020 g059,13,14,name name verb det noun part part noun verb verb verb noun verb,15799
Rongo tiki e tangata i,g081 g051 g001 g020 g020 g097,5,6,name verb det noun part,15800
te tangata tuku i tau matangi ki kai tangata tae te mai,g002 g018 g051 g051 g098 g002 g027 g096 g096 g051 g051 g025 g051 g051 g051 g002 g096,12,17,det noun verb part det noun part verb noun verb det part,15801
he rakau ki e matau haere mo vahine haere a te tangata,g014 g014 g023 g096 g004 g038 g051 g100 g016 g016 g070 g006 g006 g006 g002 g002 g037,12,17,det noun part det noun verb part noun verb det det noun,15802
nga tamaiti noho rua hue,g003 g017 g051 g076 g018,5,5,det noun verb num noun,15803
teia tamaiti mai te marama haere i rima nei mai tangata noho te,g003 g035 g096 g096 g004 g017 g064 g098 g024 g099 g096 g016 g016 g061 g007,13,15,det noun part det noun verb part noun part part noun verb det,15804
te ua noho ki te maui haere ka e tahu tangata ki tangata,g012 g016 g052 g099 g003 g034 g034 g034 g051 g001 g002 g058 g058 g016 g016 g096 g025 g025,13,18,det noun verb part det noun verb det det verb noun part noun,15805
te tangata haere ki o tamaiti ra hahau,g002 g030 g051 g102 g011 g017 g097 g051,8,8,det noun verb part det noun part verb,15806
te ora haere,g013 g020 g051,3,3,det noun verb,15807
Hotu noho te tangata atu vahine tangata,g090 g090 g051 g051 g005 g016 g099 g016 g016,7,9,name verb det noun part noun noun,15808
he vahine inu i e tangata tau ivi tau,g001 g016 g059 g059 g101 g001 g016 g001 g016 g001,9,10,det noun verb part det noun det noun det,15809
ona tangata mate toru,g002 g018 g051 g071,4,4,det noun verb num,15810
Matua Matua ala teia tangata ei ra te i ki,g095 g090 g090 g056 g001 g016 g097 g103 g001 g096 g096 g096,10,12,name name verb det noun part part det part part,15811
a tangata noho ra Kena mai moe rakau hana,g004 g016 g053 g096 g096 g081 g097 g064 g020 g053,9,10,det noun verb part name part verb noun verb,15812
Tupa haere he hue i mate i na inu i tuku te vahine matangi,g081 g051 g002 g018 g100 g055 g055 g096 g008 g058 g101 g056 g002 g017 g023,14,15,name verb det noun part verb part det verb part verb det noun noun,15813
mai te vahine noho i te tangata tau puke ika vai haere tangata,g100 g001 g018 g051 g097 g003 g017 g015 g015 g052 g031 g017 g056 g025,13,14,part det noun verb part det noun det verb noun noun verb noun,15814
te vahine haere to he vahine i moe mo vahine,g001 g017 g017 g051 g097 g097 g008 g016 g099 g058 g100 g018,10,12,det noun verb part det noun part verb part noun,15815
te uta haere a e vahine ki mai tangata haere i,g001 g020 g020 g051 g096 g008 g016 g096 g096 g097 g018 g018 g055 g098,11,14,det noun verb part det noun part part noun verb part,15816
taa te kiko noho i nga mata kume inu i,g100 g002 g016 g069 g069 g096 g005 g021 g021 g052 g051 g097 g097,10,13,part det noun verb part det noun verb verb part,15817
he moana haere,g001 g031 g051,3,3,det noun verb,15818
Koihu Matua hele te manu mai i tangata tamaiti mate haere te haere araara,g091 g091 g086 g086 g051 g002 g017 g017 g100 g096 g046 g016 g051 g051 g002 g053 g051 g051,14,18,name name verb det noun part part noun noun verb verb det verb verb,15819
te tangata haere,g013 g021 g051,3,3,det noun verb,15820
te taringa mate hongahuru tangata ra ake tangi tangata,g003 g049 g054 g073 g017 g096 g100 g100 g052 g016,9,10,det noun verb num noun part part verb noun,15821
na mata haere ki Kena ma ki vahine manu tangata te te taa teia,g002 g018 g067 g100 g082 g082 g096 g096 g044 g034 g021 g005 g005 g002 g103 g006,14,16,det noun verb part name part part noun noun noun det det part det,15822
Koihu moe te here ake i ai tangata he reka kai na ora,g084 g056 g001 g017 g017 g099 g096 g096 g096 g016 g016 g003 g020 g051 g051 g002 g051,13,17,name verb det noun part part part noun det noun verb det verb,15823
nga motu haere mo tau kore te na tangata te i tangata mai tau,g015 g028 g067 g096 g003 g016 g001 g001 g008 g017 g002 g097 g020 g101 g002,14,15,det noun verb part det noun det det noun det part noun part det,15824
nga vai haere i o tamaiti atu he mata mai atu o rakau,g004 g004 g004 g018 g051 g099 g001 g016 g016 g098 g002 g002 g016 g016 g016 g096 g098 g002 g031,13,19,det noun verb part det noun part det noun part part det noun,15825
Tangaroa Riri topa tanaa raa ki mai,g093 g093 g086 g053 g001 g016 g016 g096 g096,7,9,name name verb det noun part part,15826
Hotu Tangaroa makemake na vahine i tonu he mo,g081 g087 g087 g066 g004 g016 g016 g096 g096 g104 g007 g096,9,12,name name verb det noun part part det part,15827
Hotu noho te vai i tiki kai tamaiti kopu,g081 g051 g051 g003 g018 g104 g055 g051 g016 g016 g050,9,11,name verb det noun part verb verb noun noun,15828
nga ava noho ha tangata ki amo inu haere mo,g006 g016 g016 g068 g075 g016 g097 g051 g051 g056 g099,10,11,det noun verb num noun part verb verb verb part,15829
nga tamaiti tangi ki te marama,g001 g048 g051 g096 g002 g019,6,6,det noun verb part det noun,15830
te ika noho,g013 g050 g055,3,3,det noun verb,15831
he matangi haere i Tuu,g012 g016 g053 g096 g082,5,5,det noun verb part name,15832
te tangata haere,g013 g013 g013 g021 g051,3,5,det noun verb,15833
toru takua tamaiti haere ei,g071 g071 g005 g017 g059 g096,5,6,num det noun verb part,15834
nga ihu noho na,g001 g016 g053 g101,4,4,det noun verb part,15835
te marama noho ma,g004 g016 g053 g053 g103,4,5,det noun verb part,15836
he tangata mai,g001 g001 g021 g100,3,4,det noun part,15837
i takua manu haere ki te titi,g101 g101 g001 g001 g031 g051 g102 g011 g016 g016,7,10,part det noun verb part det noun,15838
te tangata ki,g013 g021 g097,3,3,det noun part,15839
a rakau korero tahi vahine ma,g001 g016 g016 g016 g051 g079 g016 g101,6,8,det noun verb num noun part,15840
Tuu kai tena,g081 g051 g002,3,3,name verb det,15841
te marama kai i o roe tuku ra mata,g003 g018 g051 g101 g101 g101 g001 g022 g022 g055 g096 g016,9,12,det noun verb part det noun verb part noun,15842
te tamaiti amo rua_tekau vahine a atu teia nga ki te haere vahine,g012 g035 g051 g071 g022 g096 g098 g009 g001 g001 g096 g004 g056 g056 g056 g020,13,16,det noun verb num noun part part det det part det verb noun,15843
te maunga haere i te tangata pe tau vahine ala tamaiti vahine pe na,g002 g021 g067 g098 g014 g014 g014 g035 g096 g096 g096 g006 g047 g053 g019 g019 g096 g013,14,18,det noun verb part det noun part det noun verb noun noun part det,15844
taua mate haere mai te tangata na rakau ika tangata,g002 g002 g016 g051 g098 g004 g043 g098 g022 g017 g022,10,11,det noun verb part det noun part noun noun noun,15845
o tamaiti haere ma te,g007 g017 g053 g096 g096 g004,5,6,det noun verb part det,15846
mai te tangata haere ta he,g098 g004 g018 g018 g054 g105 g001,6,7,part det noun verb part det,15847
Koihu Matua haere a tangata na na hue tau te te taua,g083 g093 g068 g068 g009 g040 g097 g096 g016 g004 g002 g002 g007,12,13,name name verb det noun part part noun det det det det,15848
te tamaiti ki te vahine ala mai,g011 g016 g016 g096 g003 g023 g051 g096,7,8,det noun part det noun verb part,15849
i te tangata haere ma teia ika atu atu tangata mo,g096 g096 g008 g018 g060 g097 g001 g016 g097 g097 g017 g103,11,12,part det noun verb part det noun part part noun part,15850
he maunga noho i he tangata motu haere tangata tangata,g001 g026 g026 g068 g101 g008 g043 g016 g051 g040 g022 g022,10,12,det noun verb part det noun noun verb noun noun,15851
takua vahine ora i mou rakau ko i hoi,g008 g016 g051 g051 g101 g001 g001 g017 g009 g009 g098 g098 g096,9,13,det noun verb part det noun det part part,15852
tahi takua raa noho i ka tamaiti hele noho atu haere noho,g072 g072 g002 g017 g068 g096 g001 g022 g055 g053 g098 g098 g055 g051,12,14,num det noun verb part det noun verb verb part verb verb,15853
ko tai haere ana tou tangata,g002 g021 g060 g096 g006 g022,6,6,det noun verb part det noun,15854
tau ika huti rua motu ana te rau ki te he,g001 g042 g051 g071 g071 g046 g046 g046 g098 g001 g021 g021 g096 g096 g014 g014 g008,11,17,det noun verb num noun part det noun part det det,15855
te tangata i tou maa haere i manu haere,g003 g016 g100 g013 g016 g051 g051 g099 g020 g058,9,10,det noun part det noun verb part noun verb,15856
te tua mate na he tangata pe,g011 g016 g051 g096 g002 g016 g016 g100,7,8,det noun verb part det noun part,15857
te tai haere mai Matua hoki ika,g011 g019 g060 g101 g090 g097 g016 g016,7,8,det noun verb part name part noun,15858
tena tangata mate a te rakau tangata,g002 g020 g051 g096 g001 g001 g031 g016,7,8,det noun verb part det noun noun,15859
Matua kai te tangata ma te ki,g081 g051 g005 g016 g098 g011 g097,7,7,name verb det noun part det part,15860
te tangata noho i nga vahine maa tahi ika,g003 g016 g016 g053 g101 g101 g003 g020 g033 g033 g031 g016,9,12,det noun verb part det noun noun noun noun,15861
Matua Matua moe te tore a i hiamoe tangata tangata vahine,g082 g081 g056 g001 g018 g104 g101 g057 g018 g017 g016,11,11,name name verb det noun part part verb noun noun noun,15862
o hare haere i te tangata moana kai,g006 g019 g051 g097 g002 g016 g016 g027 g051,8,9,det noun verb part det noun noun verb,15863
te ika haere mai te vai ai i i atu ma o,g002 g016 g068 g104 g003 g017 g096 g096 g096 g098 g098 g098 g097 g097,12,14,det noun verb part det noun part part part part part part,15864
he hue haere,g001 g025 g025 g025 g051,3,5,det noun verb,15865
Tuu haere taua tangata i vahine haere,g084 g054 g013 g016 g100 g100 g016 g051 g051,7,9,name verb det noun part noun verb,15866
tau rau haere ki nga matangi tangata tangata te,g002 g018 g055 g096 g003 g028 g028 g016 g022 g006 g006,9,11,det noun verb part det noun noun noun det,15867
i a kura haere mai,g100 g001 g020 g059 g098,5,5,part det noun verb part,15868
mou tangata makemake,g002 g021 g054,3,3,det noun verb,15869
ki Riri haere tahi paea i te ika,g096 g083 g051 g074 g021 g096 g002 g017,8,8,part name verb num noun part det noun,15870
rua te mata noho i,g078 g003 g019 g059 g097,5,5,num det noun verb part,15871
Papa taka tau,g083 g083 g056 g056 g008,3,5,name verb det,15872
ki te vahine oho mai nga maui tangata,g096 g006 g006 g016 g052 g099 g010 g030 g018,8,9,part det noun verb part det noun noun,15873
Tiki noho te,g087 g051 g005 g005,3,4,name verb det,15874
tahi te taringa moe atu na,g071 g004 g031 g058 g101 g002,6,6,num det noun verb part det,15875
aku ika ala ki he ruga kite hoi inu noho,g008 g008 g017 g056 g098 g008 g017 g052 g096 g096 g051 g052,10,12,det noun verb part det noun verb part verb verb,15876
