doc_id,line_id,position,token,features,description,source
M-38A,36,10,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-38A,36,11,P035,"[10, 1, 20, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-38A,36,12,P270,"[0, 1, 0, 3, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-38A,36,13,P145,"[40, 1, 50]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-39A,37,1,P000,"[0, 1, 0, 15]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-39A,37,2,P316,"[40, 1, 50, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-39A,37,3,P062,"[0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-39A,37,4,P060,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-39A,37,5,P139,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-39A,37,6,P083,"[10, 1, 10, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-39A,37,7,P303,"[30, 1, 50, 2, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-40A,38,1,P089,"[10, 1, 10]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-40A,38,2,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-40A,38,3,P301,"[0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-40A,38,4,P186,"[0, 1, 0, 1, 3, 2, 1, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-40A,38,5,P125,"[0, 1, 0, 1, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-41A,39,1,P324,"[0, 1, 0, 1, 0, 2, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-41A,39,2,P270,"[0, 1, 0, 2, 2]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-41A,39,3,P062,"[0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-41A,39,4,P060,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-41A,39,5,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-41A,39,6,P086,"[0, 1, 0, 2, 3, 2, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-41A,39,7,P035,"[0, 1, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-41A,39,8,P378,"[20, 1, 10, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-42A,40,1,P301,"[0, 1, 0, 2, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-42A,40,2,P230,"[0, 1, 0, 1, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-42A,40,3,P062,"[0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-42A,40,4,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-42A,40,5,P385,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-43A,41,1,P324,"[0, 1, 0, 1, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-43A,41,2,P230,"[0, 1, 0, 0, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-43A,41,3,P056,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-43A,41,4,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-43A,41,5,P142,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-43A,41,6,P360,"[0, 1, 0, 5, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-44A,42,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-44A,42,2,P332,"[0, 1, 0, 2, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-44A,42,3,P147,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-44A,42,4,P316,"[0, 1, 0, 0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-44A,42,5,P364,"[0, 1, 20, 3, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-44A,42,6,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-44A,42,7,P154,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-44A,42,8,P296,"[0, 1, 0, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-45A,43,1,P268,"[0, 1, 0, 2, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-45A,43,2,P268,"[0, 1, 0, 2, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-45A,43,3,P372,"[0, 1, 0, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-45A,43,4,P139,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-45A,43,5,P205,"[0, 1, 0, 3, 4, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-45A,43,6,P349,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-45A,43,7,P145,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-46A,44,1,P324,"[0, 1, 0, 1, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-46A,44,2,P230,"[0, 1, 0, 0, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-46A,44,3,P062,"[0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-46A,44,4,P060,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-46A,44,5,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-46A,44,6,P050,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-46A,44,7,P201,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-46A,44,8,P353,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-47A,45,1,P324,"[30, 1, 20, 1, 0, 2, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-47A,45,2,P332,"[0, 1, 0, 3, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-47A,45,3,P060,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-47A,45,4,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-47A,45,5,P385,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-48A,46,1,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-48A,46,2,P378,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-48A,46,3,P215,"[0, 1, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-48A,46,4,P120,"[0, 1, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-48A,46,5,P202,"[0, 1, 0, 1, 2]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-48A,46,6,P154,"[20, 1, 40, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,1,P000,"[0, 1, 0, 10]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,2,P230,"[0, 1, 0, 1, 0, 0, 2]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,3,P062,"[20, 1, 10, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,4,P050,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,5,P145,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,6,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,7,P205,"[0, 1, 0, 2, 4, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,8,P091,"[0, 1, 0, 3, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,9,P145,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-49A,47,10,P076,"[0, 1, 0, 1, 0, 8]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-50A,48,1,P324,"[20, 1, 20, 1, 0, 2, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-50A,48,2,P288,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-50A,48,3,P127,"[0, 1, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-50A,48,4,P147,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-50A,48,5,P316,"[0, 1, 0, 1, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-50A,48,6,P062,"[0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-50A,48,7,P230,"[0, 1, 0, 0, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-50A,48,8,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-50A,48,9,P000,"[0, 1, 0, 10]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-51A,49,1,P324,"[20, 1, 20, 1, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-51A,49,2,P230,"[20, 1, 10, 0, 0, 0, 2]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-51A,49,3,P215,"[10, 1, 10, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-51A,49,4,P091,"[0, 1, 0, 3, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-51A,49,5,P060,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-51A,49,6,P324,"[0, 1, 0, 1, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-51A,49,7,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-51A,49,8,P011,"[30, 1, 20, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,1,P324,"[20, 1, 20, 1, 0, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,2,P172,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,3,P145,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,4,P050,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,5,P092,"[0, 1, 0, 5]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,6,P060,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,7,P364,"[0, 1, 0, 3, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,8,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,9,P211,"[0, 1, 0, 2]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-52A,50,10,P320,"[30, 1, 10, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-53A,51,1,P013,"[10, 1, 30]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-53A,51,2,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-53A,51,3,P050,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-53A,51,4,P126,"[0, 1, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-53A,51,5,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-53A,51,6,P205,"[0, 1, 0, 3, 4, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-53A,51,7,P076,"[0, 1, 0, 1, 0, 8]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-53A,51,8,P154,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-53A,51,9,P011,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-54A,52,1,P051,"[30, 1, 20]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-54A,52,2,P062,"[10, 1, 10, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-54A,52,3,P147,"[20, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-54A,52,4,P316,"[20, 1, 10, 0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-54A,52,5,P230,"[0, 1, 0, 0, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-54A,52,6,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-54A,52,7,P378,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-55A,53,1,P000,"[0, 1, 0, 10]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-55A,53,2,P332,"[20, 1, 50, 3, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-55A,53,3,P215,"[0, 1, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-55A,53,4,P275,"[0, 1, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-55A,53,5,P121,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-55A,53,6,P256,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-56A,54,1,P324,"[40, 1, 30, 1, 0, 2, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-56A,54,2,P382,"[10, 1, 10]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-56A,54,3,P145,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-56A,54,4,P060,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-56A,54,5,P120,"[0, 1, 50, 2, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-56A,54,6,P230,"[0, 1, 0, 1, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-56A,54,7,P281,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-56A,54,8,P349,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-57A,55,1,P051,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-57A,55,2,P145,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-57A,55,3,P056,"[20, 1, 40, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-57A,55,4,P230,"[0, 1, 0, 0, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-57A,55,5,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-57A,55,6,P258,"[0, 1, 0, 0, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-58A,56,1,P324,"[0, 1, 0, 1, 0, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-58A,56,2,P215,"[0, 1, 0, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-58A,56,3,P210,"[0, 1, 0, 7]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-58A,56,4,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-58A,56,5,P385,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-59A,57,1,P202,"[0, 1, 0, 0, 2]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-59A,57,2,P123,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-59A,57,3,P326,"[0, 1, 0, 1, 0, 0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-59A,57,4,P120,"[0, 1, 0, 2, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-59A,57,5,P160,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-60A,58,1,P001,"[20, 1, 70, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-60A,58,2,P000,"[0, 1, 0, 40]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-61A,59,1,P324,"[30, 1, 20, 1, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-61A,59,2,P251,"[30, 1, 90, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-61A,59,3,P056,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-61A,59,4,P050,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-61A,59,5,P221,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-61A,59,6,P268,"[0, 1, 0, 3, 4]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-61A,59,7,P246,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-62A,60,1,P051,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-62A,60,2,P122,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-62A,60,3,P325,"[0, 1, 0, 1, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-62A,60,4,P230,"[0, 1, 0, 1, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-62A,60,5,P310,"[0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-62A,60,6,P234,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-63A,61,1,P301,"[0, 1, 0, 3, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-63A,61,2,P230,"[0, 1, 0, 1, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-63A,61,3,P120,"[0, 1, 0, 2, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-63A,61,4,P230,"[0, 1, 0, 1, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-64A,62,1,P217,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-64A,62,2,P147,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-64A,62,3,P316,"[0, 1, 0, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-64A,62,4,P120,"[0, 1, 0, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-64A,62,5,P050,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-64A,62,6,P124,"[0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-65A,63,1,P217,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-65A,63,2,P050,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-65A,63,3,P144,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-65A,63,4,P121,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-65A,63,5,P316,"[0, 1, 0, 1, 1, 0, 2]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-65A,63,6,P289,"[0, 1, 0, 2]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-66A,64,1,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-66A,64,2,P276,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-66A,64,3,P060,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-66A,64,4,P122,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-66A,64,5,P103,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-66A,64,6,P206,"[0, 1, 0, 1, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-66A,64,7,P091,"[0, 1, 0, 3, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-66A,64,8,P324,"[0, 2, 0, 1, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-67A,65,1,P324,"[10, 1, 10, 1, 0, 1, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-67A,65,2,P342,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-67A,65,3,P154,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-67A,65,4,P120,"[0, 1, 0, 2, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-67A,65,5,P040,"[0, 1, 0, 1, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-67A,65,6,P289,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-67A,65,7,P223,"[0, 2, 0, 0, 3]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-68A,66,1,P013,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-68A,66,2,P324,"[0, 1, 0, 1, 0, 1, 1, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-68A,66,3,P194,"[0, 1, 0, 3, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-68A,66,4,P326,"[0, 1, 0, 1, 0, 1, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-68A,66,5,P120,"[0, 1, 0, 2, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-68A,66,6,P160,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-68A,66,7,P260,"[0, 2, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-68A,66,8,P047,"[0, 2, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-69A,67,1,P324,"[10, 1, 20, 1, 0, 2, 1, 2]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-69A,67,2,P364,"[0, 1, 0, 2, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-69A,67,3,P056,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-69A,67,4,P120,"[0, 1, 0, 2, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-69A,67,5,P256,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-70A,68,1,P051,"[20, 1, 40]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-70A,68,2,P145,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-70A,68,3,P122,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-70A,68,4,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-70A,68,5,P256,"[60, 1, 30, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-71A,69,1,P001,"[20, 1, 40, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-71A,69,2,P108,"[0, 1, 0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-71A,69,3,P031,"[0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-71A,69,4,P122,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-71A,69,5,P086,"[0, 1, 0, 3, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-71A,69,6,P023,"[0, 1, 0, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-72A,70,1,P324,"[0, 1, 0, 1, 1, 0, 1, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-72A,70,2,P073,"[0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-72A,70,3,P316,"[0, 1, 0, 1, 0, 1, 0]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
M-72A,70,4,P011,"[0, 1, 0, 1]",unicorn III seal,indus_valley_corpus_parpola_cisi_mayig_2025
