doc_id,line_id,position,token,raw_token,orientation,source,link
A,Ab02,4,500,500,normal,RR-corpus_phspaelti,-
A,Ab02,5,305f,305f,normal,RR-corpus_phspaelti,.
A,Ab02,6,020ehy,020ehy,normal,RR-corpus_phspaelti,-
A,Ab02,7,080,080,normal,RR-corpus_phspaelti,-
A,Ab02,8,004,004,normal,RR-corpus_phspaelti,-
A,Ab02,9,001,001,normal,RR-corpus_phspaelti,.
A,Ab02,10,005t,005t,normal,RR-corpus_phspaelti,:
A,Ab02,11,009,009,normal,RR-corpus_phspaelti,-
A,Ab02,12,300,300,normal,RR-corpus_phspaelti,.
A,Ab02,13,088,088,normal,RR-corpus_phspaelti,-
A,Ab02,14,144f,144f,normal,RR-corpus_phspaelti,-
A,Ab02,15,040a,040a,normal,RR-corpus_phspaelti,-
A,Ab02,16,165xy,165xy,normal,RR-corpus_phspaelti,-
A,Ab02,17,046,046,normal,RR-corpus_phspaelti,-
A,Ab02,18,059f,059f,normal,RR-corpus_phspaelti,-
A,Ab02,19,165xy,165xy,normal,RR-corpus_phspaelti,-
A,Ab02,20,208,208,normal,RR-corpus_phspaelti,.
A,Ab02,21,700x,700x,normal,RR-corpus_phspaelti,-
A,Ab02,22,057a,057a,normal,RR-corpus_phspaelti,.
A,Ab02,23,008h,008h,normal,RR-corpus_phspaelti,-
A,Ab02,24,001,001,normal,RR-corpus_phspaelti,-
A,Ab02,25,009a,009a,normal,RR-corpus_phspaelti,-
A,Ab02,26,060a,060a,normal,RR-corpus_phspaelti,.
A,Ab02,27,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab02,28,040a,040a,normal,RR-corpus_phspaelti,.
A,Ab02,29,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab02,30,600,600,normal,RR-corpus_phspaelti,-
A,Ab02,31,060a,060a,normal,RR-corpus_phspaelti,.
A,Ab02,32,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab02,33,600,600,normal,RR-corpus_phspaelti,-
A,Ab02,34,060a,060a,normal,RR-corpus_phspaelti,-
A,Ab02,35,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab02,36,600f,600f,normal,RR-corpus_phspaelti,-
A,Ab02,37,666,666,normal,RR-corpus_phspaelti,-
A,Ab02,38,600af,600af,normal,RR-corpus_phspaelti,-
A,Ab02,39,060a,060a,normal,RR-corpus_phspaelti,.
A,Ab02,40,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab02,41,600,600,normal,RR-corpus_phspaelti,-
A,Ab02,42,004,004,normal,RR-corpus_phspaelti,-
A,Ab02,43,700a,700a,normal,RR-corpus_phspaelti,-
A,Ab02,44,670,670,normal,RR-corpus_phspaelti,-
A,Ab02,45,004,004,normal,RR-corpus_phspaelti,.
A,Ab02,46,064a,064a,normal,RR-corpus_phspaelti,-
A,Ab02,47,001,001,normal,RR-corpus_phspaelti,-
A,Ab02,48,014,014,normal,RR-corpus_phspaelti,-
A,Ab02,49,651,651,normal,RR-corpus_phspaelti,-
A,Ab02,50,011,011,normal,RR-corpus_phspaelti,-
A,Ab02,51,741,741,normal,RR-corpus_phspaelti,-
A,Ab02,52,001,001,normal,RR-corpus_phspaelti,.
A,Ab02,53,005t,005t,normal,RR-corpus_phspaelti,:
A,Ab02,54,009,009,normal,RR-corpus_phspaelti,-
A,Ab02,55,306,306,normal,RR-corpus_phspaelti,.
A,Ab02,56,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab02,57,028,028,normal,RR-corpus_phspaelti,.
A,Ab02,58,095x,095x,normal,RR-corpus_phspaelti,-
A,Ab02,59,300,300,normal,RR-corpus_phspaelti,.
A,Ab02,60,074fy,074fy,normal,RR-corpus_phspaelti,-
A,Ab02,61,021,021,normal,RR-corpus_phspaelti,-
A,Ab02,62,001,001,normal,RR-corpus_phspaelti,.
A,Ab02,63,010,010,normal,RR-corpus_phspaelti,-
A,Ab02,64,022bfy,022bfy,normal,RR-corpus_phspaelti,.
A,Ab02,65,243,243,normal,RR-corpus_phspaelti,.
A,Ab02,66,_,_,normal,RR-corpus_phspaelti,-
A,Ab02,67,005jt,005jt,normal,RR-corpus_phspaelti,-
A,Ab02,68,022bfy,022bfy,normal,RR-corpus_phspaelti,.
A,Ab02,69,243,243,normal,RR-corpus_phspaelti,-
A,Ab02,70,001,001,normal,RR-corpus_phspaelti,-
A,Ab02,71,700,700,normal,RR-corpus_phspaelti,:
A,Ab02,72,006b,006b,normal,RR-corpus_phspaelti,-
A,Ab02,73,061x,061x,normal,RR-corpus_phspaelti,.
A,Ab02,74,001,001,normal,RR-corpus_phspaelti,-
A,Ab02,75,732,732,normal,RR-corpus_phspaelti,-
A,Ab02,76,004,004,normal,RR-corpus_phspaelti,-
A,Ab02,77,005j,005j,normal,RR-corpus_phspaelti,-
A,Ab02,78,022bfy,022bfy,normal,RR-corpus_phspaelti,-
A,Ab02,79,066,066,normal,RR-corpus_phspaelti,-
A,Ab02,80,741,741,normal,RR-corpus_phspaelti,-
A,Ab02,81,022bfy,022bfy,normal,RR-corpus_phspaelti,-
A,Ab02,82,450,450,normal,RR-corpus_phspaelti,-
A,Ab02,83,070,070,normal,RR-corpus_phspaelti,-
A,Ab02,84,001,001,normal,RR-corpus_phspaelti,-
A,Ab02,85,506,506,normal,RR-corpus_phspaelti,.
A,Ab02,86,109b,109b,normal,RR-corpus_phspaelti,-
A,Ab02,87,007,007,normal,RR-corpus_phspaelti,-
A,Ab02,88,566s,566s,normal,RR-corpus_phspaelti,.
A,Ab02,89,_,_,normal,RR-corpus_phspaelti,-
A,Ab02,90,734,734,normal,RR-corpus_phspaelti,.
A,Ab02,91,074hx,074hx,normal,RR-corpus_phspaelti,-
A,Ab02,92,400,400,normal,RR-corpus_phspaelti,.
A,Ab02,93,400s,400s,normal,RR-corpus_phspaelti,.
A,Ab02,94,009kh,009kh,normal,RR-corpus_phspaelti,-
A,Ab02,95,605s,605s,normal,RR-corpus_phspaelti,-
A,Ab02,96,045,045,normal,RR-corpus_phspaelti,-
A,Ab02,97,700,700,normal,RR-corpus_phspaelti,-
A,Ab02,98,004,004,normal,RR-corpus_phspaelti,-
A,Ab02,99,605,605,normal,RR-corpus_phspaelti,-
A,Ab02,100,002a,002a,normal,RR-corpus_phspaelti,-
A,Ab02,101,660,660,normal,RR-corpus_phspaelti,-
A,Ab02,102,600,600,normal,RR-corpus_phspaelti,-
A,Ab02,103,603,603,normal,RR-corpus_phspaelti,.
A,Ab02,104,022bfty,022bfty,normal,RR-corpus_phspaelti,-
A,Ab02,105,306,306,normal,RR-corpus_phspaelti,.
A,Ab02,106,_,_,normal,RR-corpus_phspaelti,-
A,Ab02,107,600,600,normal,RR-corpus_phspaelti,.
A,Ab02,108,007,007,normal,RR-corpus_phspaelti,-
A,Ab02,109,626,626,normal,RR-corpus_phspaelti,-
A,Ab02,110,325,325,normal,RR-corpus_phspaelti,.
A,Ab02,111,074x,074x,normal,RR-corpus_phspaelti,-
A,Ab02,112,001,001,normal,RR-corpus_phspaelti,.
A,Ab02,113,074x,074x,normal,RR-corpus_phspaelti,-
A,Ab02,114,001,001,normal,RR-corpus_phspaelti,.
A,Ab02,115,074x,074x,normal,RR-corpus_phspaelti,-
A,Ab02,116,053ay,053ay,normal,RR-corpus_phspaelti,.
A,Ab02,117,074x,074x,normal,RR-corpus_phspaelti,-
A,Ab02,118,280c,280c,normal,RR-corpus_phspaelti,-
A,Ab02,119,007,007,normal,RR-corpus_phspaelti,.
A,Ab02,120,095j,095j,normal,RR-corpus_phspaelti,-
A,Ab02,121,001,001,normal,RR-corpus_phspaelti,.
A,Ab02,122,005t,005t,normal,RR-corpus_phspaelti,:
A,Ab02,123,009,009,normal,RR-corpus_phspaelti,-
A,Ab02,124,216j,216j,normal,RR-corpus_phspaelti,-
A,Ab02,125,631,631,normal,RR-corpus_phspaelti,*
A,Ab03,1,062,062,normal,RR-corpus_phspaelti,.
A,Ab03,2,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,3,605,605,normal,RR-corpus_phspaelti,.
A,Ab03,4,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,5,004,004,normal,RR-corpus_phspaelti,-
A,Ab03,6,600,600,normal,RR-corpus_phspaelti,.
A,Ab03,7,004,004,normal,RR-corpus_phspaelti,.
A,Ab03,8,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,9,040,040,normal,RR-corpus_phspaelti,.
A,Ab03,10,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,11,050,050,normal,RR-corpus_phspaelti,.
A,Ab03,12,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,13,093,093,normal,RR-corpus_phspaelti,.
A,Ab03,14,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,15,681,681,normal,RR-corpus_phspaelti,-
A,Ab03,16,254k,254k,normal,RR-corpus_phspaelti,.
A,Ab03,17,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,18,093f,093f,normal,RR-corpus_phspaelti,.
A,Ab03,19,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,20,254,254,normal,RR-corpus_phspaelti,.
A,Ab03,21,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,22,093f,093f,normal,RR-corpus_phspaelti,.
A,Ab03,23,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,24,741,741,normal,RR-corpus_phspaelti,.
A,Ab03,25,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,26,445,445,normal,RR-corpus_phspaelti,.
A,Ab03,27,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,28,719,719,normal,RR-corpus_phspaelti,-
A,Ab03,29,450,450,normal,RR-corpus_phspaelti,.
A,Ab03,30,052,052,normal,RR-corpus_phspaelti,-
A,Ab03,31,741,741,normal,RR-corpus_phspaelti,-
A,Ab03,32,008cx,008cx,normal,RR-corpus_phspaelti,.
A,Ab03,33,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,34,600,600,normal,RR-corpus_phspaelti,.
A,Ab03,35,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,36,040a,040a,normal,RR-corpus_phspaelti,.
A,Ab03,37,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,38,050,050,normal,RR-corpus_phspaelti,.
A,Ab03,39,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,40,441s,441s,normal,RR-corpus_phspaelti,.
A,Ab03,41,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,42,670,670,normal,RR-corpus_phspaelti,.
A,Ab03,43,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,44,099a,099a,normal,RR-corpus_phspaelti,-
A,Ab03,45,605s,605s,normal,RR-corpus_phspaelti,.
A,Ab03,46,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,47,605s,605s,normal,RR-corpus_phspaelti,.
A,Ab03,48,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,49,007,007,normal,RR-corpus_phspaelti,-
A,Ab03,50,600,600,normal,RR-corpus_phspaelti,-
A,Ab03,51,630es,630es,normal,RR-corpus_phspaelti,-
A,Ab03,52,752,752,normal,RR-corpus_phspaelti,-
A,Ab03,53,212fs,212fs,normal,RR-corpus_phspaelti,-
A,Ab03,54,752a,752a,normal,RR-corpus_phspaelti,-
A,Ab03,55,360c,360c,normal,RR-corpus_phspaelti,.
A,Ab03,56,076,076,normal,RR-corpus_phspaelti,.
A,Ab03,57,001,001,normal,RR-corpus_phspaelti,-
A,Ab03,58,599c,599c,normal,RR-corpus_phspaelti,-
A,Ab03,59,060a,060a,normal,RR-corpus_phspaelti,-
A,Ab03,60,739a,739a,normal,RR-corpus_phspaelti,-
A,Ab03,61,011,011,normal,RR-corpus_phspaelti,.
A,Ab03,62,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,63,739a,739a,normal,RR-corpus_phspaelti,.
A,Ab03,64,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,65,600,600,normal,RR-corpus_phspaelti,.
A,Ab03,66,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,67,670,670,normal,RR-corpus_phspaelti,.
A,Ab03,68,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,69,736,736,normal,RR-corpus_phspaelti,.
A,Ab03,70,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,71,300,300,normal,RR-corpus_phspaelti,.
A,Ab03,72,021h,021h,normal,RR-corpus_phspaelti,.
A,Ab03,73,306,306,normal,RR-corpus_phspaelti,.
A,Ab03,74,021t,021t,normal,RR-corpus_phspaelti,-
A,Ab03,75,740,740,normal,RR-corpus_phspaelti,.
A,Ab03,76,074hx,074hx,normal,RR-corpus_phspaelti,-
A,Ab03,77,448,448,normal,RR-corpus_phspaelti,.
A,Ab03,78,050t,050t,normal,RR-corpus_phspaelti,-
A,Ab03,79,736,736,normal,RR-corpus_phspaelti,.
A,Ab03,80,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,81,631,631,normal,RR-corpus_phspaelti,-
A,Ab03,82,005j,005j,normal,RR-corpus_phspaelti,-
A,Ab03,83,447f,447f,normal,RR-corpus_phspaelti,.
A,Ab03,84,050t,050t,normal,RR-corpus_phspaelti,.
A,Ab03,85,044b,044b,normal,RR-corpus_phspaelti,.
A,Ab03,86,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab03,87,046,046,normal,RR-corpus_phspaelti,-
A,Ab03,88,044b,044b,normal,RR-corpus_phspaelti,-
A,Ab03,89,002e,002e,normal,RR-corpus_phspaelti,-
A,Ab03,90,046,046,normal,RR-corpus_phspaelti,-
A,Ab03,91,044,044,normal,RR-corpus_phspaelti,-
A,Ab03,92,005j,005j,normal,RR-corpus_phspaelti,-
A,Ab03,93,752a,752a,normal,RR-corpus_phspaelti,-
A,Ab03,94,489,489,normal,RR-corpus_phspaelti,-
A,Ab03,95,048,048,normal,RR-corpus_phspaelti,.
A,Ab03,96,044afx,044afx,normal,RR-corpus_phspaelti,-
A,Ab03,97,206s,206s,normal,RR-corpus_phspaelti,-
A,Ab03,98,044ax,044ax,normal,RR-corpus_phspaelti,-
A,Ab03,99,430,430,normal,RR-corpus_phspaelti,-
A,Ab03,100,007,007,normal,RR-corpus_phspaelti,-
A,Ab03,101,755a,755a,normal,RR-corpus_phspaelti,-
A,Ab03,102,256c,256c,normal,RR-corpus_phspaelti,-
A,Ab03,103,022bfy,022bfy,normal,RR-corpus_phspaelti,-
A,Ab03,104,022bfy,022bfy,normal,RR-corpus_phspaelti,-
A,Ab03,105,004,004,normal,RR-corpus_phspaelti,.
A,Ab03,106,004,004,normal,RR-corpus_phspaelti,-
A,Ab03,107,586,586,normal,RR-corpus_phspaelti,-
A,Ab03,108,021t,021t,normal,RR-corpus_phspaelti,-
A,Ab03,109,730,730,normal,RR-corpus_phspaelti,.
A,Ab03,110,074x,074x,normal,RR-corpus_phspaelti,-
A,Ab03,111,430,430,normal,RR-corpus_phspaelti,-
A,Ab03,112,041,041,normal,RR-corpus_phspaelti,-
A,Ab03,113,595y,595y,normal,RR-corpus_phspaelti,-
A,Ab03,114,022,022,normal,RR-corpus_phspaelti,.
A,Ab03,115,590,590,normal,RR-corpus_phspaelti,.
A,Ab03,116,022,022,normal,RR-corpus_phspaelti,-
A,Ab03,117,070,070,normal,RR-corpus_phspaelti,-
A,Ab03,118,600,600,normal,RR-corpus_phspaelti,.
A,Ab03,119,022,022,normal,RR-corpus_phspaelti,.
A,Ab03,120,009,009,normal,RR-corpus_phspaelti,-
A,Ab03,121,022,022,normal,RR-corpus_phspaelti,-
A,Ab03,122,070,070,normal,RR-corpus_phspaelti,-
A,Ab03,123,772V,772V,normal,RR-corpus_phspaelti,-
A,Ab03,124,006,006,normal,RR-corpus_phspaelti,*
A,Ab04,1,006,006,normal,RR-corpus_phspaelti,.
A,Ab04,2,670,670,normal,RR-corpus_phspaelti,-
A,Ab04,3,012a,012a,normal,RR-corpus_phspaelti,-
A,Ab04,4,631b,631b,normal,RR-corpus_phspaelti,-
A,Ab04,5,091,091,normal,RR-corpus_phspaelti,-
A,Ab04,6,091,091,normal,RR-corpus_phspaelti,-
A,Ab04,7,300,300,normal,RR-corpus_phspaelti,.
A,Ab04,8,460y,460y,normal,RR-corpus_phspaelti,.
A,Ab04,9,004,004,normal,RR-corpus_phspaelti,-
A,Ab04,10,487,487,normal,RR-corpus_phspaelti,.
A,Ab04,11,004,004,normal,RR-corpus_phspaelti,-
A,Ab04,12,756,756,normal,RR-corpus_phspaelti,-
A,Ab04,13,004,004,normal,RR-corpus_phspaelti,.
A,Ab04,14,004,004,normal,RR-corpus_phspaelti,-
A,Ab04,15,040a,040a,normal,RR-corpus_phspaelti,.
A,Ab04,16,004,004,normal,RR-corpus_phspaelti,-
A,Ab04,17,004,004,normal,RR-corpus_phspaelti,.
A,Ab04,18,431c,431c,normal,RR-corpus_phspaelti,.
A,Ab04,19,076,076,normal,RR-corpus_phspaelti,-
A,Ab04,20,381fy,381fy,normal,RR-corpus_phspaelti,-
A,Ab04,21,022bfy,022bfy,normal,RR-corpus_phspaelti,-
A,Ab04,22,001,001,normal,RR-corpus_phspaelti,.
A,Ab04,23,052,052,normal,RR-corpus_phspaelti,-
A,Ab04,24,007,007,normal,RR-corpus_phspaelti,-
A,Ab04,25,067a,067a,normal,RR-corpus_phspaelti,.
A,Ab04,26,010f,010f,normal,RR-corpus_phspaelti,-
A,Ab04,27,067a,067a,normal,RR-corpus_phspaelti,-
A,Ab04,28,470,470,normal,RR-corpus_phspaelti,-
A,Ab04,29,001t,001t,normal,RR-corpus_phspaelti,-
A,Ab04,30,580c,580c,normal,RR-corpus_phspaelti,-
A,Ab04,31,001,001,normal,RR-corpus_phspaelti,.
A,Ab04,32,052,052,normal,RR-corpus_phspaelti,-
A,Ab04,33,008b,008b,normal,RR-corpus_phspaelti,.
A,Ab04,34,079a,079a,normal,RR-corpus_phspaelti,-
A,Ab04,35,598,598,normal,RR-corpus_phspaelti,-
A,Ab04,36,001,001,normal,RR-corpus_phspaelti,.
A,Ab04,37,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab04,38,010y,010y,normal,RR-corpus_phspaelti,.
A,Ab04,39,599d,599d,normal,RR-corpus_phspaelti,-
A,Ab04,40,005j,005j,normal,RR-corpus_phspaelti,-
A,Ab04,41,066V,066V,normal,RR-corpus_phspaelti,-
A,Ab04,42,580c,580c,normal,RR-corpus_phspaelti,-
A,Ab04,43,001,001,normal,RR-corpus_phspaelti,.
A,Ab04,44,052,052,normal,RR-corpus_phspaelti,-
A,Ab04,45,022bf,022bf,normal,RR-corpus_phspaelti,.
A,Ab04,46,243a,243a,normal,RR-corpus_phspaelti,-
A,Ab04,47,041,041,normal,RR-corpus_phspaelti,.
A,Ab04,48,052x,052x,normal,RR-corpus_phspaelti,-
A,Ab04,49,061sy,061sy,normal,RR-corpus_phspaelti,.
A,Ab04,50,001,001,normal,RR-corpus_phspaelti,-
A,Ab04,51,001,001,normal,RR-corpus_phspaelti,.
A,Ab04,52,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab04,53,022bf,022bf,normal,RR-corpus_phspaelti,.
A,Ab04,54,243f,243f,normal,RR-corpus_phspaelti,-
A,Ab04,55,029y,029y,normal,RR-corpus_phspaelti,.
A,Ab04,56,074a,074a,normal,RR-corpus_phspaelti,-
A,Ab04,57,006,006,normal,RR-corpus_phspaelti,-
A,Ab04,58,017,017,normal,RR-corpus_phspaelti,-
A,Ab04,59,697ao,697ao,normal,RR-corpus_phspaelti,-
A,Ab04,60,207,207,normal,RR-corpus_phspaelti,.
A,Ab04,61,520fhy,520fhy,normal,RR-corpus_phspaelti,-
A,Ab04,62,002a,002a,normal,RR-corpus_phspaelti,-
A,Ab04,63,053ay,053ay,normal,RR-corpus_phspaelti,-
A,Ab04,64,074xy,074xy,normal,RR-corpus_phspaelti,.
A,Ab04,65,007,007,normal,RR-corpus_phspaelti,.
A,Ab04,66,095,095,normal,RR-corpus_phspaelti,-
A,Ab04,67,001,001,normal,RR-corpus_phspaelti,.
A,Ab04,68,052,052,normal,RR-corpus_phspaelti,-
A,Ab04,69,680,680,normal,RR-corpus_phspaelti,-
A,Ab04,70,065,065,normal,RR-corpus_phspaelti,-
A,Ab04,71,600,600,normal,RR-corpus_phspaelti,.
A,Ab04,72,065,065,normal,RR-corpus_phspaelti,-
A,Ab04,73,600,600,normal,RR-corpus_phspaelti,.
A,Ab04,74,065,065,normal,RR-corpus_phspaelti,-
A,Ab04,75,001,001,normal,RR-corpus_phspaelti,.
A,Ab04,76,052,052,normal,RR-corpus_phspaelti,-
A,Ab04,77,450b,450b,normal,RR-corpus_phspaelti,-
A,Ab04,78,005,005,normal,RR-corpus_phspaelti,-
A,Ab04,79,044,044,normal,RR-corpus_phspaelti,-
A,Ab04,80,024a,024a,normal,RR-corpus_phspaelti,-
A,Ab04,81,667,667,normal,RR-corpus_phspaelti,-
A,Ab04,82,144f,144f,normal,RR-corpus_phspaelti,-
A,Ab04,83,008,008,normal,RR-corpus_phspaelti,-
A,Ab04,84,048,048,normal,RR-corpus_phspaelti,-
A,Ab04,85,008a,008a,normal,RR-corpus_phspaelti,-
A,Ab04,86,001,001,normal,RR-corpus_phspaelti,.
A,Ab04,87,052,052,normal,RR-corpus_phspaelti,-
A,Ab04,88,003ax,003ax,normal,RR-corpus_phspaelti,.
A,Ab04,89,255,255,normal,RR-corpus_phspaelti,-
A,Ab04,90,256d,256d,normal,RR-corpus_phspaelti,-
A,Ab04,91,048a,048a,normal,RR-corpus_phspaelti,-
A,Ab04,92,280,280,normal,RR-corpus_phspaelti,-
A,Ab04,93,001,001,normal,RR-corpus_phspaelti,.
A,Ab04,94,052,052,normal,RR-corpus_phspaelti,-
A,Ab04,95,326,326,normal,RR-corpus_phspaelti,.
A,Ab04,96,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab04,97,741,741,normal,RR-corpus_phspaelti,.
A,Ab04,98,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab04,99,280,280,normal,RR-corpus_phspaelti,-
A,Ab04,100,048,048,normal,RR-corpus_phspaelti,-
A,Ab04,101,003a,003a,normal,RR-corpus_phspaelti,.
A,Ab04,102,060a,060a,normal,RR-corpus_phspaelti,-
A,Ab04,103,739b,739b,normal,RR-corpus_phspaelti,-
A,Ab04,104,084,084,normal,RR-corpus_phspaelti,-
A,Ab04,105,053ay,053ay,normal,RR-corpus_phspaelti,-
A,Ab04,106,680,680,normal,RR-corpus_phspaelti,-
A,Ab04,107,326,326,normal,RR-corpus_phspaelti,.
A,Ab04,108,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab04,109,736a,736a,normal,RR-corpus_phspaelti,.
A,Ab04,110,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab04,111,736a,736a,normal,RR-corpus_phspaelti,.
A,Ab04,112,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab04,113,700,700,normal,RR-corpus_phspaelti,-
A,Ab04,114,022,022,normal,RR-corpus_phspaelti,-
A,Ab04,115,700,700,normal,RR-corpus_phspaelti,-
A,Ab04,116,001,001,normal,RR-corpus_phspaelti,-
A,Ab04,117,005j,005j,normal,RR-corpus_phspaelti,-
A,Ab04,118,306,306,normal,RR-corpus_phspaelti,.
A,Ab04,119,710,710,normal,RR-corpus_phspaelti,*
A,Ab05,1,079,079,normal,RR-corpus_phspaelti,.
A,Ab05,2,074,074,normal,RR-corpus_phspaelti,-
A,Ab05,3,109,109,normal,RR-corpus_phspaelti,-
A,Ab05,4,009fi,009fi,normal,RR-corpus_phspaelti,-
A,Ab05,5,004,004,normal,RR-corpus_phspaelti,.
A,Ab05,6,660,660,normal,RR-corpus_phspaelti,-
A,Ab05,7,080,080,normal,RR-corpus_phspaelti,-
A,Ab05,8,208f,208f,normal,RR-corpus_phspaelti,-
A,Ab05,9,007a,007a,normal,RR-corpus_phspaelti,-
A,Ab05,10,002,002,normal,RR-corpus_phspaelti,-
A,Ab05,11,005j,005j,normal,RR-corpus_phspaelti,-
A,Ab05,12,002a,002a,normal,RR-corpus_phspaelti,-
A,Ab05,13,208f,208f,normal,RR-corpus_phspaelti,-
A,Ab05,14,605,605,normal,RR-corpus_phspaelti,.
A,Ab05,15,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,16,004,004,normal,RR-corpus_phspaelti,-
A,Ab05,17,600,600,normal,RR-corpus_phspaelti,.
A,Ab05,18,004,004,normal,RR-corpus_phspaelti,-
A,Ab05,19,003a,003a,normal,RR-corpus_phspaelti,.
A,Ab05,20,040a,040a,normal,RR-corpus_phspaelti,-
A,Ab05,21,003a,003a,normal,RR-corpus_phspaelti,.
A,Ab05,22,050,050,normal,RR-corpus_phspaelti,-
A,Ab05,23,093,093,normal,RR-corpus_phspaelti,.
A,Ab05,24,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,25,681i,681i,normal,RR-corpus_phspaelti,.
A,Ab05,26,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,27,027,027,normal,RR-corpus_phspaelti,.
A,Ab05,28,009,009,normal,RR-corpus_phspaelti,.
A,Ab05,29,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,30,060at,060at,normal,RR-corpus_phspaelti,:
A,Ab05,31,095,095,normal,RR-corpus_phspaelti,.
A,Ab05,32,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,33,060at,060at,normal,RR-corpus_phspaelti,:
A,Ab05,34,095,095,normal,RR-corpus_phspaelti,.
A,Ab05,35,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,36,741,741,normal,RR-corpus_phspaelti,.
A,Ab05,37,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,38,445,445,normal,RR-corpus_phspaelti,.
A,Ab05,39,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,40,719a,719a,normal,RR-corpus_phspaelti,-
A,Ab05,41,450,450,normal,RR-corpus_phspaelti,.
A,Ab05,42,052,052,normal,RR-corpus_phspaelti,-
A,Ab05,43,008,008,normal,RR-corpus_phspaelti,.
A,Ab05,44,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,45,605,605,normal,RR-corpus_phspaelti,.
A,Ab05,46,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,47,040a,040a,normal,RR-corpus_phspaelti,.
A,Ab05,48,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,49,050,050,normal,RR-corpus_phspaelti,.
A,Ab05,50,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,51,670,670,normal,RR-corpus_phspaelti,.
A,Ab05,52,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,53,099,099,normal,RR-corpus_phspaelti,-
A,Ab05,54,605,605,normal,RR-corpus_phspaelti,.
A,Ab05,55,003a,003a,normal,RR-corpus_phspaelti,-
A,Ab05,56,007a,007a,normal,RR-corpus_phspaelti,-
A,Ab05,57,600,600,normal,RR-corpus_phspaelti,-
A,Ab05,58,445,445,normal,RR-corpus_phspaelti,-
A,Ab05,59,752,752,normal,RR-corpus_phspaelti,-
A,Ab05,60,004,004,normal,RR-corpus_phspaelti,-
A,Ab05,61,002,002,normal,RR-corpus_phspaelti,-
A,Ab05,62,004,004,normal,RR-corpus_phspaelti,-
A,Ab05,63,002,002,normal,RR-corpus_phspaelti,-
A,Ab05,64,004,004,normal,RR-corpus_phspaelti,-
A,Ab05,65,002,002,normal,RR-corpus_phspaelti,-
A,Ab05,66,745,745,normal,RR-corpus_phspaelti,.
A,Ab05,67,074hx,074hx,normal,RR-corpus_phspaelti,-
A,Ab05,68,008cx,008cx,normal,RR-corpus_phspaelti,-
A,Ab05,69,306s,306s,normal,RR-corpus_phspaelti,-
