tablet_id,line_id,position,glyph,category,boustrophedon_dir
T0171,4,2,g052,verb,rtl
T0171,4,3,g090,name,rtl
T0172,1,1,g087,name,ltr
T0172,1,2,g052,verb,ltr
T0172,1,3,g052,verb,ltr
T0172,1,4,g017,noun,ltr
T0172,1,5,g072,num,ltr
T0172,1,6,g097,part,ltr
T0172,2,1,g071,num,rtl
T0172,2,2,g105,part,rtl
T0172,2,3,g061,verb,rtl
T0172,2,4,g029,noun,rtl
T0172,2,5,g029,noun,rtl
T0172,2,6,g098,part,rtl
T0172,2,7,g098,part,rtl
T0172,2,8,g022,noun,rtl
T0172,2,9,g061,verb,rtl
T0172,2,10,g061,verb,rtl
T0172,2,11,g081,name,rtl
T0172,2,12,g002,det,rtl
T0172,2,13,g002,det,rtl
T0172,3,1,g108,rare,ltr
T0172,3,2,g001,det,ltr
T0172,3,3,g038,noun,ltr
T0172,3,4,g051,verb,ltr
T0172,3,5,g017,noun,ltr
T0172,3,6,g097,part,ltr
T0172,3,7,g071,num,ltr
T0172,4,1,g016,noun,rtl
T0172,4,2,g098,part,rtl
T0172,4,3,g093,name,rtl
T0172,4,4,g081,name,rtl
T0173,1,1,g024,noun,ltr
T0173,1,2,g024,noun,ltr
T0173,1,3,g024,noun,ltr
T0173,1,4,g103,noun,ltr
T0173,2,1,g097,part,rtl
T0173,2,2,g016,noun,rtl
T0173,2,3,g106,rare,rtl
T0173,2,4,g019,noun,rtl
T0173,3,1,g007,det,ltr
T0173,3,2,g007,det,ltr
T0173,3,3,g018,noun,ltr
T0173,3,4,g052,verb,ltr
T0173,3,5,g052,verb,ltr
T0173,3,6,g052,verb,ltr
T0173,4,1,g102,part,rtl
T0173,4,2,g025,noun,rtl
T0173,4,3,g073,num,rtl
T0173,4,4,g100,part,rtl
T0173,4,5,g018,noun,rtl
T0173,4,6,g053,verb,rtl
T0173,4,7,g017,noun,rtl
T0173,4,8,g001,det,rtl
T0173,5,1,g089,name,ltr
T0173,5,2,g081,name,ltr
T0173,5,3,g081,name,ltr
T0173,5,4,g096,part,ltr
T0173,5,5,g016,noun,ltr
T0173,6,1,g096,part,rtl
T0173,6,2,g026,noun,rtl
T0173,6,3,g018,noun,rtl
T0173,6,4,g001,det,rtl
T0173,7,1,g007,det,ltr
T0173,7,2,g082,name,ltr
T0173,7,3,g051,verb,ltr
T0173,7,4,g037,noun,ltr
T0173,7,5,g078,num,ltr
T0173,7,6,g078,rare,ltr
T0173,8,1,g017,verb,rtl
T0173,8,2,g017,verb,rtl
T0173,8,3,g017,verb,rtl
T0173,8,4,g052,noun,rtl
T0173,8,5,g016,part,rtl
T0173,8,6,g098,name,rtl
T0173,8,7,g081,name,rtl
T0173,8,8,g081,name,rtl
T0173,8,9,g081,name,rtl
T0173,9,1,g009,det,ltr
T0173,9,2,g009,det,ltr
T0173,9,3,g016,noun,ltr
T0173,9,4,g052,verb,ltr
T0173,9,5,g017,noun,ltr
T0173,9,6,g097,part,ltr
T0173,9,7,g071,num,ltr
T0173,9,8,g016,noun,ltr
T0173,9,9,g100,part,ltr
T0173,10,1,g035,noun,rtl
T0173,10,2,g098,part,rtl
T0173,10,3,g028,noun,rtl
T0173,10,4,g071,num,rtl
T0173,11,1,g019,noun,ltr
T0173,11,2,g050,noun,ltr
T0173,11,3,g096,part,ltr
T0174,1,1,g118,rare,ltr
T0174,1,2,g118,rare,ltr
T0174,1,3,g006,det,ltr
T0174,1,4,g081,name,ltr
T0174,1,5,g054,verb,ltr
T0174,1,6,g016,noun,ltr
T0174,1,7,g016,noun,ltr
T0174,1,8,g071,num,ltr
T0174,2,1,g102,noun,rtl
T0174,2,2,g016,noun,rtl
T0174,2,3,g016,noun,rtl
T0174,2,4,g016,noun,rtl
T0174,2,5,g011,det,rtl
T0174,3,1,g003,det,ltr
T0174,3,2,g081,name,ltr
T0174,3,3,g053,verb,ltr
T0174,3,4,g036,noun,ltr
T0174,3,5,g021,noun,ltr
T0174,3,6,g105,part,ltr
T0174,3,7,g076,num,ltr
T0174,4,1,g099,part,rtl
T0174,4,2,g054,verb,rtl
T0174,4,3,g088,name,rtl
T0174,5,1,g001,det,ltr
T0174,5,2,g001,det,ltr
T0174,5,3,g041,noun,ltr
T0174,5,4,g051,verb,ltr
T0174,5,5,g105,part,ltr
T0174,6,1,g096,rare,rtl
T0174,6,2,g096,part,rtl
T0174,6,3,g031,noun,rtl
T0174,6,4,g031,noun,rtl
T0174,6,5,g020,noun,rtl
T0174,7,1,g002,det,ltr
T0174,7,2,g002,det,ltr
T0174,7,3,g025,noun,ltr
T0174,7,4,g025,noun,ltr
T0174,7,5,g052,verb,ltr
T0175,1,1,g039,noun,ltr
T0175,1,2,g016,noun,ltr
T0175,1,3,g097,part,ltr
T0175,2,1,g103,part,rtl
T0175,2,2,g070,verb,rtl
T0175,2,3,g018,noun,rtl
T0175,2,4,g001,det,rtl
T0175,3,1,g017,noun,ltr
T0175,3,2,g017,noun,ltr
T0175,3,3,g020,noun,ltr
T0175,3,4,g020,noun,ltr
T0175,3,5,g098,part,ltr
T0175,4,1,g074,noun,rtl
T0175,4,2,g066,verb,rtl
T0175,4,3,g066,verb,rtl
T0175,4,4,g066,verb,rtl
T0175,4,5,g090,name,rtl
T0175,4,6,g002,det,rtl
T0175,4,7,g002,det,rtl
T0176,1,1,g091,name,ltr
T0176,1,2,g115,rare,ltr
T0176,1,3,g115,rare,ltr
T0176,1,4,g115,rare,ltr
T0176,1,5,g099,verb,ltr
T0176,2,1,g073,num,rtl
T0176,2,2,g098,part,rtl
T0176,2,3,g098,part,rtl
T0176,2,4,g051,verb,rtl
T0176,2,5,g049,noun,rtl
T0176,2,6,g097,part,rtl
T0176,2,7,g016,noun,rtl
T0176,2,8,g051,verb,rtl
T0176,2,9,g051,verb,rtl
T0176,2,10,g088,name,rtl
T0176,2,11,g004,det,rtl
T0176,3,1,g081,name,ltr
T0176,3,2,g061,verb,ltr
T0176,3,3,g099,part,ltr
T0176,4,1,g096,rare,rtl
T0176,4,2,g096,part,rtl
T0176,4,3,g029,noun,rtl
T0176,4,4,g017,noun,rtl
T0176,4,5,g005,det,rtl
T0176,5,1,g001,det,ltr
T0176,5,2,g001,det,ltr
T0176,5,3,g083,name,ltr
T0176,5,4,g051,verb,ltr
T0176,5,5,g016,noun,ltr
T0176,5,6,g072,num,ltr
T0176,6,1,g098,rare,rtl
T0176,6,2,g098,part,rtl
T0176,6,3,g066,verb,rtl
T0176,6,4,g022,noun,rtl
T0176,6,5,g001,det,rtl
T0176,7,1,g001,det,ltr
T0176,7,2,g081,name,ltr
T0176,7,3,g051,verb,ltr
T0176,7,4,g032,noun,ltr
T0176,7,5,g071,num,ltr
T0176,8,1,g078,noun,rtl
T0176,8,2,g017,verb,rtl
T0176,8,3,g094,name,rtl
T0176,8,4,g094,name,rtl
T0176,8,5,g094,name,rtl
T0176,8,6,g001,det,rtl
T0177,1,1,g010,det,ltr
T0177,1,2,g081,name,ltr
T0177,1,3,g051,verb,ltr
T0177,1,4,g051,verb,ltr
T0177,1,5,g016,noun,ltr
T0177,1,6,g016,noun,ltr
T0177,1,7,g016,noun,ltr
T0177,2,1,g096,part,rtl
T0177,2,2,g017,noun,rtl
T0177,2,3,g054,verb,rtl
T0177,2,4,g054,verb,rtl
T0177,2,5,g017,noun,rtl
T0177,2,6,g002,det,rtl
T0177,3,1,g081,name,ltr
T0177,3,2,g052,verb,ltr
T0177,3,3,g052,verb,ltr
T0177,3,4,g097,part,ltr
T0177,4,1,g098,part,rtl
T0177,4,2,g068,verb,rtl
T0177,4,3,g081,name,rtl
T0177,5,1,g003,det,ltr
T0177,5,2,g045,noun,ltr
T0177,5,3,g051,verb,ltr
T0177,5,4,g030,noun,ltr
T0177,5,5,g097,part,ltr
T0177,6,1,g099,noun,rtl
T0177,6,2,g032,noun,rtl
T0177,6,3,g032,noun,rtl
T0177,6,4,g032,noun,rtl
T0177,6,5,g010,det,rtl
T0177,7,1,g088,name,ltr
T0177,7,2,g081,name,ltr
T0177,7,3,g108,rare,ltr
T0177,7,4,g108,rare,ltr
T0177,7,5,g108,rare,ltr
T0177,7,6,g016,part,ltr
T0177,8,1,g100,part,rtl
T0177,8,2,g059,verb,rtl
T0177,8,3,g086,name,rtl
T0177,9,1,g007,det,ltr
T0177,9,2,g032,noun,ltr
T0177,9,3,g032,noun,ltr
T0177,9,4,g065,verb,ltr
T0178,1,1,g081,name,ltr
T0178,1,2,g117,rare,ltr
T0178,1,3,g117,rare,ltr
T0178,1,4,g055,verb,ltr
T0178,1,5,g104,part,ltr
T0178,2,1,g071,rare,rtl
T0178,2,2,g071,num,rtl
T0178,2,3,g026,noun,rtl
T0178,2,4,g026,noun,rtl
T0178,2,5,g052,verb,rtl
T0178,2,6,g052,verb,rtl
T0178,2,7,g086,name,rtl
T0178,2,8,g002,det,rtl
T0178,3,1,g093,name,ltr
T0178,3,2,g081,name,ltr
T0178,3,3,g100,part,ltr
T0178,3,4,g026,noun,ltr
T0178,3,5,g051,verb,ltr
T0178,3,6,g016,noun,ltr
T0178,3,7,g100,part,ltr
T0179,1,1,g017,noun,ltr
T0179,1,2,g017,noun,ltr
T0179,1,3,g096,noun,ltr
T0179,2,1,g105,part,rtl
T0179,2,2,g016,noun,rtl
T0179,2,3,g074,num,rtl
T0179,2,4,g097,part,rtl
T0179,2,5,g097,part,rtl
T0179,2,6,g017,noun,rtl
T0179,2,7,g051,verb,rtl
T0179,2,8,g049,noun,rtl
T0179,2,9,g006,det,rtl
T0179,3,1,g084,name,ltr
T0179,3,2,g087,name,ltr
T0179,3,3,g100,part,ltr
T0179,3,4,g016,noun,ltr
T0179,4,1,g106,part,rtl
T0179,4,2,g022,noun,rtl
T0179,4,3,g022,noun,rtl
T0179,4,4,g022,noun,rtl
T0179,4,5,g017,noun,rtl
T0179,5,1,g002,det,ltr
T0179,5,2,g002,det,ltr
T0179,5,3,g026,noun,ltr
T0179,5,4,g026,noun,ltr
T0179,5,5,g051,verb,ltr
T0179,5,6,g096,part,ltr
T0179,6,1,g053,verb,rtl
T0179,6,2,g020,noun,rtl
T0179,6,3,g002,det,rtl
T0179,6,4,g002,det,rtl
T0179,7,1,g106,rare,ltr
T0179,7,2,g001,det,ltr
T0179,7,3,g019,noun,ltr
T0179,7,4,g019,noun,ltr
T0179,7,5,g052,verb,ltr
T0179,8,1,g096,rare,rtl
T0179,8,2,g096,part,rtl
T0179,8,3,g052,verb,rtl
T0179,8,4,g017,noun,rtl
T0179,8,5,g001,det,rtl
T0179,8,6,g001,det,rtl
T0180,1,1,g074,num,ltr
T0180,1,2,g034,noun,ltr
T0180,1,3,g034,noun,ltr
T0180,1,4,g103,part,ltr
T0180,1,5,g021,noun,ltr
T0180,2,1,g076,num,rtl
T0180,2,2,g096,part,rtl
T0180,2,3,g016,noun,rtl
T0180,2,4,g059,verb,rtl
T0180,2,5,g016,noun,rtl
T0180,2,6,g001,det,rtl
T0180,3,1,g003,det,ltr
T0180,3,2,g017,noun,ltr
T0180,3,3,g036,noun,ltr
T0180,3,4,g036,noun,ltr
T0180,3,5,g106,rare,ltr
T0180,3,6,g106,rare,ltr
T0180,3,7,g100,part,ltr
T0180,4,1,g096,rare,rtl
T0180,4,2,g096,part,rtl
T0180,4,3,g017,noun,rtl
T0180,4,4,g059,verb,rtl
T0180,4,5,g016,noun,rtl
T0180,4,6,g010,det,rtl
T0180,5,1,g005,det,ltr
T0180,5,2,g081,name,ltr
T0180,5,3,g059,verb,ltr
T0180,5,4,g018,noun,ltr
T0180,5,5,g025,noun,ltr
T0180,5,6,g096,part,ltr
T0180,5,7,g074,num,ltr
T0180,6,1,g076,num,rtl
T0180,6,2,g097,part,rtl
T0180,6,3,g021,noun,rtl
T0180,6,4,g052,verb,rtl
T0180,6,5,g016,noun,rtl
T0180,6,6,g003,det,rtl
T0180,6,7,g003,det,rtl
T0180,7,1,g005,det,ltr
T0180,7,2,g016,noun,ltr
T0180,7,3,g054,verb,ltr
T0180,7,4,g016,noun,ltr
T0180,7,5,g096,part,ltr
T0180,7,6,g073,num,ltr
T0181,1,1,g001,det,ltr
T0181,1,2,g016,noun,ltr
T0181,1,3,g016,noun,ltr
T0181,1,4,g016,noun,ltr
T0181,1,5,g016,noun,ltr
T0181,1,6,g016,noun,ltr
T0181,2,1,g017,noun,rtl
T0181,2,2,g097,part,rtl
T0181,2,3,g097,part,rtl
T0181,2,4,g085,name,rtl
T0181,2,5,g081,name,rtl
T0181,2,6,g081,name,rtl
T0181,3,1,g002,det,ltr
T0181,3,2,g019,noun,ltr
T0181,3,3,g051,verb,ltr
T0181,3,4,g022,noun,ltr
T0181,3,5,g102,part,ltr
T0181,3,6,g102,part,ltr
T0181,3,7,g102,part,ltr
T0181,3,8,g017,num,ltr
T0181,3,9,g017,num,ltr
T0181,3,10,g017,num,ltr
T0182,1,1,g007,det,ltr
T0182,1,2,g088,name,ltr
T0182,1,3,g057,verb,ltr
T0182,1,4,g057,verb,ltr
T0182,1,5,g019,noun,ltr
T0182,1,6,g071,num,ltr
T0182,2,1,g096,part,rtl
T0182,2,2,g018,noun,rtl
T0182,2,3,g016,noun,rtl
T0182,3,1,g081,name,ltr
T0182,3,2,g082,name,ltr
T0182,3,3,g097,part,ltr
T0182,3,4,g097,part,ltr
T0182,3,5,g016,noun,ltr
T0182,3,6,g058,verb,ltr
T0182,3,7,g022,noun,ltr
T0182,3,8,g097,part,ltr
T0182,3,9,g097,rare,ltr
T0182,4,1,g071,num,rtl
T0182,4,2,g104,part,rtl
T0182,4,3,g016,noun,rtl
T0182,4,4,g052,verb,rtl
T0182,4,5,g017,noun,rtl
T0182,4,6,g003,det,rtl
T0182,5,1,g011,det,ltr
T0182,5,2,g084,name,ltr
T0182,5,3,g084,name,ltr
T0182,5,4,g084,name,ltr
T0182,5,5,g016,verb,ltr
T0182,5,6,g016,verb,ltr
T0182,5,7,g044,noun,ltr
T0182,5,8,g044,noun,ltr
T0182,5,9,g096,noun,ltr
T0182,5,10,g074,part,ltr
T0182,6,1,g099,part,rtl
T0182,6,2,g021,noun,rtl
T0182,6,3,g020,noun,rtl
T0182,6,4,g007,det,rtl
T0182,7,1,g001,det,ltr
T0182,7,2,g033,noun,ltr
T0182,7,3,g052,verb,ltr
T0182,7,4,g052,verb,ltr
T0182,7,5,g026,noun,ltr
T0182,7,6,g097,part,ltr
T0182,7,7,g072,num,ltr
T0182,8,1,g023,noun,rtl
T0182,8,2,g096,part,rtl
T0182,8,3,g095,name,rtl
T0182,8,4,g095,name,rtl
T0182,8,5,g082,name,rtl
T0182,9,1,g001,det,ltr
T0182,9,2,g091,name,ltr
T0182,9,3,g091,name,ltr
T0182,9,4,g052,verb,ltr
T0182,9,5,g049,noun,ltr
T0182,9,6,g073,num,ltr
T0182,9,7,g073,rare,ltr
T0182,10,1,g096,part,rtl
T0182,10,2,g041,noun,rtl
T0182,10,3,g025,noun,rtl
T0182,10,4,g025,noun,rtl
T0182,10,5,g004,det,rtl
T0183,1,1,g016,noun,ltr
T0183,1,2,g117,rare,ltr
T0183,1,3,g018,noun,ltr
T0183,1,4,g096,part,ltr
T0183,2,1,g096,rare,rtl
T0183,2,2,g096,part,rtl
T0183,2,3,g073,num,rtl
T0183,2,4,g016,noun,rtl
T0183,2,5,g051,verb,rtl
T0183,2,6,g051,verb,rtl
T0183,2,7,g085,name,rtl
T0183,2,8,g085,name,rtl
T0183,3,1,g081,name,ltr
T0183,3,2,g081,name,ltr
T0183,3,3,g082,name,ltr
T0183,3,4,g099,part,ltr
T0183,3,5,g016,noun,ltr
T0183,4,1,g072,num,rtl
T0183,4,2,g103,part,rtl
T0183,4,3,g103,part,rtl
T0183,4,4,g016,noun,rtl
T0183,4,5,g016,noun,rtl
T0183,4,6,g051,verb,rtl
T0183,4,7,g051,verb,rtl
T0183,4,8,g106,rare,rtl
T0183,4,9,g023,noun,rtl
T0183,4,10,g001,det,rtl
T0183,4,11,g001,det,rtl
T0183,5,1,g005,det,ltr
T0183,5,2,g016,noun,ltr
T0183,5,3,g056,verb,ltr
T0183,5,4,g099,part,ltr
T0183,6,1,g060,verb,rtl
T0183,6,2,g018,noun,rtl
T0183,6,3,g001,det,rtl
T0183,7,1,g088,name,ltr
T0183,7,2,g082,name,ltr
T0183,7,3,g096,part,ltr
T0183,7,4,g096,part,ltr
T0183,7,5,g021,noun,ltr
T0183,8,1,g098,part,rtl
T0183,8,2,g016,noun,rtl
T0183,8,3,g016,noun,rtl
T0183,8,4,g018,noun,rtl
T0183,8,5,g018,noun,rtl
T0183,9,1,g102,part,ltr
T0183,9,2,g020,noun,ltr
T0183,9,3,g020,noun,ltr
T0183,9,4,g052,verb,ltr
T0183,9,5,g052,verb,ltr
T0183,9,6,g022,noun,ltr
T0183,10,1,g102,noun,rtl
T0183,10,2,g102,noun,rtl
T0183,10,3,g016,noun,rtl
T0183,10,4,g016,noun,rtl
T0183,10,5,g016,noun,rtl
T0184,1,1,g096,part,ltr
T0184,1,2,g017,noun,ltr
T0184,1,3,g051,verb,ltr
T0184,1,4,g016,noun,ltr
T0184,2,1,g051,verb,rtl
T0184,2,2,g021,noun,rtl
T0184,2,3,g003,det,rtl
T0184,3,1,g001,det,ltr
T0184,3,2,g089,name,ltr
T0184,3,3,g051,verb,ltr
T0184,3,4,g026,noun,ltr
T0184,3,5,g026,noun,ltr
T0184,3,6,g075,num,ltr
T0184,3,7,g075,rare,ltr
T0184,4,1,g099,part,rtl
T0184,4,2,g051,verb,rtl
T0184,4,3,g084,name,rtl
T0184,5,1,g001,det,ltr
T0184,5,2,g120,rare,ltr
T0184,5,3,g021,noun,ltr
T0184,5,4,g068,verb,ltr
T0184,6,1,g096,part,rtl
T0184,6,2,g019,noun,rtl
T0184,6,3,g016,noun,rtl
T0184,6,4,g001,det,rtl
T0184,7,1,g008,det,ltr
T0184,7,2,g008,det,ltr
T0184,7,3,g008,det,ltr
T0184,7,4,g055,name,ltr
T0184,7,5,g055,name,ltr
T0184,7,6,g055,name,ltr
T0184,7,7,g016,verb,ltr
T0184,7,8,g072,rare,ltr
T0184,8,1,g096,part,rtl
T0184,8,2,g057,verb,rtl
T0184,8,3,g016,noun,rtl
T0184,8,4,g016,noun,rtl
T0184,8,5,g004,det,rtl
T0184,9,1,g105,part,ltr
T0184,9,2,g017,noun,ltr
T0184,9,3,g051,verb,ltr
T0184,9,4,g017,noun,ltr
T0184,9,5,g017,rare,ltr
T0184,10,1,g097,part,rtl
T0184,10,2,g073,num,rtl
T0184,10,3,g021,noun,rtl
T0184,10,4,g051,verb,rtl
T0184,10,5,g082,name,rtl
T0184,11,1,g096,part,ltr
T0184,11,2,g016,noun,ltr
T0184,11,3,g059,verb,ltr
T0184,11,4,g040,noun,ltr
T0185,1,1,g006,det,ltr
T0185,1,2,g044,noun,ltr
T0185,1,3,g022,noun,ltr
T0185,1,4,g022,noun,ltr
T0185,1,5,g098,part,ltr
T0185,2,1,g023,noun,rtl
T0185,2,2,g096,part,rtl
T0185,2,3,g082,name,rtl
T0185,2,4,g084,name,rtl
T0185,3,1,g005,det,ltr
T0185,3,2,g005,det,ltr
T0185,3,3,g017,noun,ltr
T0185,3,4,g051,verb,ltr
T0185,3,5,g111,rare,ltr
T0186,1,1,g007,det,ltr
T0186,1,2,g016,noun,ltr
T0186,1,3,g034,noun,ltr
T0186,1,4,g101,part,ltr
T0186,2,1,g097,part,rtl
T0186,2,2,g016,noun,rtl
T0186,2,3,g033,noun,rtl
T0186,3,1,g013,det,ltr
T0186,3,2,g038,noun,ltr
T0186,3,3,g016,noun,ltr
T0186,3,4,g096,part,ltr
T0186,4,1,g100,part,rtl
T0186,4,2,g039,noun,rtl
T0186,4,3,g019,noun,rtl
T0187,1,1,g001,det,ltr
T0187,1,2,g025,noun,ltr
T0187,1,3,g051,verb,ltr
T0187,1,4,g021,noun,ltr
T0187,1,5,g099,part,ltr
T0187,1,6,g074,num,ltr
T0187,2,1,g025,noun,rtl
T0187,2,2,g025,noun,rtl
T0187,2,3,g025,noun,rtl
T0187,2,4,g071,num,rtl
T0187,2,5,g071,num,rtl
T0187,2,6,g102,part,rtl
T0187,2,7,g020,noun,rtl
T0187,2,8,g053,verb,rtl
T0187,2,9,g016,noun,rtl
T0187,2,10,g008,det,rtl
T0187,2,11,g008,det,rtl
T0187,3,1,g001,det,ltr
T0187,3,2,g001,det,ltr
T0187,3,3,g001,det,ltr
T0187,3,4,g056,noun,ltr
T0187,3,5,g056,noun,ltr
T0187,3,6,g019,verb,ltr
T0187,3,7,g019,verb,ltr
T0187,3,8,g096,noun,ltr
T0187,3,9,g073,part,ltr
T0187,3,10,g050,num,ltr
T0187,3,11,g096,noun,ltr
T0187,4,1,g071,part,rtl
T0187,4,2,g103,verb,rtl
T0187,4,3,g051,noun,rtl
T0187,4,4,g099,part,rtl
T0187,4,5,g099,part,rtl
T0187,4,6,g099,part,rtl
T0187,4,7,g027,noun,rtl
T0187,4,8,g061,verb,rtl
T0187,4,9,g093,name,rtl
T0187,4,10,g001,det,rtl
T0187,4,11,g108,rare,rtl
T0187,5,1,g086,name,ltr
T0187,5,2,g060,verb,ltr
T0187,5,3,g020,noun,ltr
T0187,5,4,g079,num,ltr
T0187,5,5,g103,part,ltr
T0188,1,1,g004,det,ltr
T0188,1,2,g029,noun,ltr
T0188,1,3,g062,verb,ltr
T0188,1,4,g022,noun,ltr
T0188,1,5,g098,part,ltr
T0188,1,6,g098,rare,ltr
T0188,2,1,g071,rare,rtl
T0188,2,2,g071,num,rtl
T0188,2,3,g016,noun,rtl
T0188,2,4,g060,verb,rtl
T0188,2,5,g081,name,rtl
T0188,2,6,g015,det,rtl
T0188,2,7,g015,det,rtl
T0188,3,1,g001,det,ltr
T0188,3,2,g025,noun,ltr
T0188,3,3,g025,noun,ltr
T0188,3,4,g025,noun,ltr
T0188,3,5,g096,noun,ltr
T0189,1,1,g017,noun,ltr
T0189,1,2,g019,noun,ltr
T0189,1,3,g019,noun,ltr
T0189,1,4,g019,noun,ltr
T0189,2,1,g100,part,rtl
T0189,2,2,g051,verb,rtl
T0189,2,3,g081,name,rtl
T0189,2,4,g081,name,rtl
T0189,2,5,g117,rare,rtl
T0189,3,1,g004,det,ltr
T0189,3,2,g004,det,ltr
T0189,3,3,g030,noun,ltr
T0189,3,4,g058,verb,ltr
T0189,3,5,g097,part,ltr
T0190,1,1,g002,det,ltr
T0190,1,2,g002,det,ltr
T0190,1,3,g016,noun,ltr
T0190,1,4,g018,noun,ltr
T0190,1,5,g098,part,ltr
T0190,2,1,g016,noun,rtl
T0190,2,2,g016,noun,rtl
T0190,2,3,g016,noun,rtl
T0190,2,4,g001,det,rtl
T0190,3,1,g010,det,ltr
T0190,3,2,g016,noun,ltr
T0190,3,3,g019,noun,ltr
T0190,3,4,g097,part,ltr
T0190,4,1,g074,part,rtl
T0190,4,2,g096,noun,rtl
T0190,4,3,g024,noun,rtl
T0190,4,4,g051,verb,rtl
T0190,4,5,g051,verb,rtl
T0190,4,6,g051,verb,rtl
T0190,4,7,g081,name,rtl
T0190,4,8,g001,det,rtl
T0190,5,1,g017,noun,ltr
T0190,5,2,g016,noun,ltr
T0190,5,3,g096,part,ltr
T0190,5,4,g096,rare,ltr
T0190,6,1,g098,part,rtl
T0190,6,2,g021,noun,rtl
T0190,6,3,g024,noun,rtl
T0191,1,1,g004,det,ltr
T0191,1,2,g026,noun,ltr
T0191,1,3,g057,verb,ltr
T0191,1,4,g023,noun,ltr
T0191,1,5,g106,rare,ltr
T0191,1,6,g100,part,ltr
T0191,1,7,g076,num,ltr
T0191,1,8,g076,rare,ltr
T0191,2,1,g096,part,rtl
T0191,2,2,g046,noun,rtl
T0191,2,3,g054,verb,rtl
T0191,2,4,g017,noun,rtl
T0191,2,5,g017,noun,rtl
T0191,2,6,g003,det,rtl
T0191,2,7,g003,det,rtl
T0191,3,1,g014,det,ltr
T0191,3,2,g082,name,ltr
T0191,3,3,g054,verb,ltr
T0191,3,4,g041,noun,ltr
T0191,3,5,g041,noun,ltr
T0191,3,6,g072,num,ltr
T0191,4,1,g096,part,rtl
T0191,4,2,g019,noun,rtl
T0191,4,3,g074,num,rtl
T0191,4,4,g104,part,rtl
T0191,4,5,g104,part,rtl
T0191,4,6,g017,noun,rtl
T0191,4,7,g057,verb,rtl
T0191,4,8,g018,noun,rtl
T0191,4,9,g001,det,rtl
T0191,5,1,g008,det,ltr
T0191,5,2,g036,noun,ltr
T0191,5,3,g067,verb,ltr
T0191,5,4,g067,verb,ltr
T0191,5,5,g035,noun,ltr
T0191,5,6,g096,part,ltr
T0191,5,7,g071,num,ltr
T0191,5,8,g023,noun,ltr
T0191,5,9,g098,part,ltr
T0191,6,1,g097,part,rtl
T0191,6,2,g017,noun,rtl
T0191,6,3,g106,rare,rtl
T0191,6,4,g017,noun,rtl
T0191,7,1,g001,det,ltr
T0191,7,2,g001,det,ltr
T0191,7,3,g083,name,ltr
T0191,7,4,g054,verb,ltr
T0191,7,5,g047,noun,ltr
T0191,7,6,g075,num,ltr
T0192,1,1,g001,det,ltr
T0192,1,2,g036,noun,ltr
T0192,1,3,g061,verb,ltr
T0192,1,4,g031,noun,ltr
T0192,1,5,g031,noun,ltr
T0192,1,6,g096,part,ltr
T0192,1,7,g096,part,ltr
T0192,1,8,g114,rare,ltr
T0192,1,9,g075,num,ltr
T0192,2,1,g017,verb,rtl
T0192,2,2,g017,verb,rtl
T0192,2,3,g022,noun,rtl
T0192,2,4,g022,noun,rtl
T0192,2,5,g022,noun,rtl
T0192,2,6,g096,part,rtl
T0192,3,1,g098,part,ltr
T0192,3,2,g017,noun,ltr
T0192,3,3,g051,verb,ltr
T0192,3,4,g021,noun,ltr
T0192,4,1,g021,verb,rtl
T0192,4,2,g055,rare,rtl
T0192,4,3,g042,noun,rtl
T0192,4,4,g042,noun,rtl
T0192,4,5,g042,noun,rtl
T0192,4,6,g102,part,rtl
T0192,5,1,g001,det,ltr
T0192,5,2,g024,noun,ltr
T0192,5,3,g018,noun,ltr
T0192,5,4,g096,part,ltr
T0192,6,1,g057,verb,rtl
T0192,6,2,g034,noun,rtl
T0192,6,3,g001,det,rtl
T0192,7,1,g012,det,ltr
T0192,7,2,g012,det,ltr
T0192,7,3,g016,noun,ltr
T0192,7,4,g106,rare,ltr
T0192,7,5,g058,verb,ltr
T0193,1,1,g012,det,ltr
T0193,1,2,g016,noun,ltr
T0193,1,3,g064,verb,ltr
T0193,1,4,g097,part,ltr
T0193,2,1,g076,num,rtl
T0193,2,2,g097,part,rtl
T0193,2,3,g097,part,rtl
T0193,2,4,g016,noun,rtl
T0193,2,5,g017,noun,rtl
T0193,2,6,g051,verb,rtl
T0193,2,7,g081,name,rtl
T0193,2,8,g005,det,rtl
T0193,3,1,g003,det,ltr
T0193,3,2,g017,noun,ltr
T0193,3,3,g054,verb,ltr
T0193,3,4,g054,verb,ltr
T0193,3,5,g025,noun,ltr
T0193,3,6,g096,part,ltr
T0193,3,7,g073,num,ltr
T0193,3,8,g107,rare,ltr
T0193,4,1,g096,rare,rtl
T0193,4,2,g096,part,rtl
T0193,4,3,g016,noun,rtl
T0193,4,4,g016,noun,rtl
T0193,4,5,g018,noun,rtl
T0193,4,6,g001,det,rtl
T0193,5,1,g001,det,ltr
T0193,5,2,g016,noun,ltr
T0193,5,3,g053,verb,ltr
T0193,5,4,g030,noun,ltr
T0193,5,5,g097,part,ltr
T0193,6,1,g018,noun,rtl
T0193,6,2,g099,part,rtl
T0193,6,3,g027,noun,rtl
T0193,6,4,g076,num,rtl
T0193,7,1,g003,det,ltr
T0193,7,2,g083,name,ltr
T0193,7,3,g070,verb,ltr
T0193,7,4,g017,noun,ltr
T0193,7,5,g071,num,ltr
