source_text,target_glyphs,source_len,target_len,categories,pair_id
ala vahine ika no te haere Tupa,g051 g051 g022 g023 g102 g001 g054 g082,7,8,verb noun noun part det verb name,3520
iva Matua ma tamaiti korero haere,g071 g081 g021 g021 g018 g018 g058 g067,6,8,num name noun noun verb verb,3521
te tau tangata Matua vahine vai vahine vahine i haere haere,g006 g001 g001 g017 g084 g019 g016 g034 g018 g098 g052 g051 g051,11,13,det det noun name noun noun noun noun part verb verb,3522
tamaiti tangata te ika ko kai te te tangata manu ala tangata,g019 g016 g001 g029 g029 g002 g051 g011 g001 g017 g016 g051 g020,12,13,noun noun det noun det verb det det noun noun verb noun,3523
ha i moe toru i tahi Ngaara nga tangi te i,g073 g096 g096 g051 g075 g096 g072 g081 g011 g052 g005 g005 g097,11,13,num part verb num part num name det verb det part,3524
haere te tau ka ora tau tamaiti,g051 g001 g001 g001 g001 g054 g054 g011 g016,7,9,verb det det det verb det noun,3525
tamaiti raa o te,g020 g017 g001 g001 g011,4,5,noun noun det det,3526
hahau vahine rakau,g051 g051 g016 g019,3,4,verb noun noun,3527
rakau vaka te tai,g020 g021 g001 g001 g018,4,5,noun noun det noun,3528
ala te moe tahi te rakau,g051 g001 g001 g052 g071 g001 g016,6,7,verb det verb num det noun,3529
ora ki he,g064 g100 g008,3,3,verb part det,3530
inu moe manu te,g053 g051 g016 g001,4,4,verb verb noun det,3531
tangata tamaiti manu tamaiti ua korero vahine Tane te,g017 g042 g016 g016 g032 g051 g033 g090 g001 g001,9,10,noun noun noun noun noun verb noun name det,3532
ihu vahine atu a noho te tangata haere a tamaiti,g018 g017 g097 g096 g052 g004 g044 g052 g001 g001 g019,10,11,noun noun part part verb det noun verb det noun,3533
pe te i haere,g096 g005 g097 g058,4,4,part det part verb,3534
mate te haere inu te tangata haere ika,g053 g001 g053 g067 g002 g002 g027 g027 g052 g033 g033,8,11,verb det verb verb det noun verb noun,3535
i Hotu moe,g096 g088 g054,3,3,part name verb,3536
na noho korero Hotu he vai,g004 g051 g055 g089 g001 g001 g016,6,7,det verb verb name det noun,3537
e kai Matua kai marama o te,g001 g059 g059 g081 g081 g051 g017 g001 g001,7,9,det verb name verb noun det det,3538
i ko tangata i tau te,g101 g004 g019 g102 g005 g002,6,6,part det noun part det det,3539
vahine te ika vahine Hotu,g016 g001 g018 g022 g022 g089,5,6,noun det noun noun name,3540
tangata tahi moana toru va tangata marama a noho te i,g019 g071 g071 g016 g016 g073 g071 g071 g029 g029 g023 g001 g001 g051 g051 g002 g096 g096,11,18,noun num noun num num noun noun det verb det part,3541
hula mai haere ki tangata,g051 g102 g051 g103 g016,5,5,verb part verb part noun,3542
te Hotu te ko rere Rangi Hotu,g006 g086 g086 g014 g001 g052 g083 g088 g088,7,9,det name det det verb name name,3543
te ora Tuu haere Koihu,g001 g001 g051 g083 g051 g082,5,6,det verb name verb name,3544
tangata tangata ei tangata haere Hotu hoki manu vahine haere,g018 g022 g098 g016 g053 g084 g084 g057 g016 g016 g053,10,11,noun noun part noun verb name verb noun noun verb,3545
hare tangata tai ki he ika Tuu kai Matua i maunga,g028 g016 g016 g016 g016 g099 g003 g017 g087 g051 g082 g098 g032,11,13,noun noun noun part det noun name verb name part noun,3546
Tuu vahine te va he Koihu tahi Tiki i iva te tau,g081 g040 g003 g003 g072 g002 g082 g071 g083 g083 g097 g097 g078 g011 g001,12,15,name noun det num det name num name part num det det,3547
te hongahuru Rongo he atu o nei,g005 g005 g076 g081 g001 g103 g003 g097,7,8,det num name det part det part,3548
he rakau i a vaka ei i noho tangata ika tangi,g005 g016 g096 g001 g021 g097 g097 g096 g054 g017 g016 g016 g069,11,13,det noun part det noun part part verb noun noun verb,3549
atu na ihu te he vaka Hotu i ora mai,g097 g097 g001 g019 g003 g001 g016 g081 g104 g051 g096,10,11,part det noun det det noun name part verb part,3550
Makemake ki i noho i maui kai,g082 g096 g096 g062 g097 g016 g054,7,7,name part part verb part noun verb,3551
tangata tangata he na ua huti a na nga vai,g024 g024 g017 g001 g005 g017 g017 g052 g001 g103 g003 g003 g020,10,13,noun noun det det noun verb det part det noun,3552
ma marama tangata Tuu topa,g016 g032 g020 g084 g057,5,5,noun noun noun name verb,3553
te i te haere manu noho te kai he i vahine,g015 g015 g097 g002 g002 g051 g021 g068 g001 g056 g002 g099 g016 g016,11,14,det part det verb noun verb det verb det part noun,3554
Hotu kai ua he te,g081 g054 g016 g010 g005,5,5,name verb noun det det,3555
te noho haere a te,g001 g061 g061 g052 g096 g001,5,6,det verb verb part det,3556
Tupa ika Hina na noho Tuu Maui tangata haere kai hahau,g091 g028 g082 g082 g005 g057 g092 g086 g016 g016 g054 g051 g051,11,13,name noun name det verb name name noun verb verb verb,3557
ki haere na te i pe ki,g096 g051 g098 g098 g006 g097 g097 g097,7,8,part verb part det part part part,3558
vahine tangata te tahi tahi haere inu na o,g018 g018 g027 g027 g001 g074 g074 g051 g051 g097 g097 g001,9,12,noun noun det num num verb verb part det,3559
topa rakau tamaiti haere tangata a,g057 g020 g016 g068 g068 g038 g038 g004,6,8,verb noun noun verb noun det,3560
hula hana he i kai,g051 g051 g001 g097 g051,5,5,verb verb det part verb,3561
tahi tangata vahine ma ki tena ai raa,g072 g016 g021 g016 g016 g100 g001 g105 g105 g017,8,10,num noun noun noun part det part noun,3562
ko noho Hotu noho,g003 g056 g087 g051,4,4,det verb name verb,3563
manu tangata tangata,g018 g019 g016,3,3,noun noun noun,3564
Hotu ana Ngaara moe vahine te tangata noho Hotu noho mo manu,g091 g096 g084 g052 g017 g002 g017 g051 g081 g054 g054 g104 g016,12,13,name part name verb noun det noun verb name verb part noun,3565
ua vahine ono te te,g019 g021 g075 g001 g010,5,5,noun noun num det det,3566
tahi ika mua tangata,g071 g025 g017 g016,4,4,num noun noun noun,3567
haere mata rima te manu tahi noho te haere ki haere,g051 g016 g071 g071 g007 g033 g072 g063 g002 g052 g096 g053,11,12,verb noun num det noun num verb det verb part verb,3568
kai hana i te manu na haere Hotu he te kai,g051 g057 g096 g007 g023 g003 g052 g087 g001 g001 g052,11,11,verb verb part det noun det verb name det det verb,3569
tau he tamaiti,g015 g001 g041,3,3,det det noun,3570
tamaiti ika noho te,g016 g042 g052 g002,4,4,noun noun verb det,3571
moe atu i tai moe noho rima te Tiki te,g057 g097 g097 g017 g054 g061 g016 g001 g001 g093 g004,10,11,verb part part noun verb verb noun det name det,3572
te tau haere noho kai tangata noho e puke tiki puke,g004 g008 g008 g068 g051 g051 g051 g016 g016 g051 g051 g001 g054 g054 g051 g051 g052,11,17,det det verb verb verb noun verb det verb verb verb,3573
ma he tangata matangi hana ki i,g018 g001 g016 g020 g060 g096 g096,7,7,noun det noun noun verb part part,3574
a tangata Ngaara tuku toru te i e Matua,g002 g044 g083 g054 g071 g004 g102 g102 g007 g007 g090,9,11,det noun name verb num det part det name,3575
tae noho haere ma mai noho Matua no vahine inu,g052 g053 g054 g022 g022 g096 g096 g056 g081 g097 g016 g051,10,12,verb verb verb noun part verb name part noun verb,3576
he haere vahine tau tau Papa motu Matua moe noho,g001 g052 g052 g016 g003 g003 g008 g085 g019 g081 g066 g057,10,12,det verb noun det det name noun name verb verb,3577
tau ko haere ua te i,g007 g001 g051 g021 g001 g096,6,6,det det verb noun det part,3578
nga tamaiti Koihu Hotu he,g001 g017 g081 g086 g004,5,5,det noun name name det,3579
ika nga ki motu tangata Koihu tangata tamaiti i marama kite Hotu,g021 g007 g096 g044 g016 g081 g019 g028 g097 g021 g059 g083,12,12,noun det part noun noun name noun noun part noun verb name,3580
te tamaiti ki noho tahi haere te he inu a,g002 g025 g025 g098 g098 g051 g074 g053 g002 g003 g054 g002 g002,10,13,det noun part verb num verb det det verb det,3581
tau mo ki he Papa mo,g001 g096 g096 g001 g081 g102,6,6,det part part det name part,3582
he ki mate he ala huti he tamaiti Maui,g001 g098 g051 g002 g052 g051 g001 g017 g085,9,9,det part verb det verb verb det noun name,3583
noho makemake korero noho rakau haere vahine tahi,g052 g051 g051 g051 g054 g029 g054 g016 g016 g072,8,10,verb verb verb verb noun verb noun num,3584
manu ihu Koihu i mai a tamaiti te i,g016 g024 g081 g096 g096 g002 g017 g002 g099,9,9,noun noun name part part det noun det part,3585
inu tahi haere noho toruteke,g053 g073 g062 g054 g073,5,5,verb num verb verb num,3586
haere iva tahi ki Hotu na tau,g051 g072 g079 g098 g081 g007 g003,7,7,verb num num part name det det,3587
i noho te te maunga hahau rua haere marama Hotu ki,g096 g054 g002 g001 g001 g024 g051 g080 g080 g064 g050 g084 g097,11,13,part verb det det noun verb num verb noun name part,3588
te tangi Koihu he Tiki ki,g006 g006 g051 g084 g009 g089 g098,6,7,det verb name det name part,3589
nga tangata hateke te i i i noho te tangata,g002 g016 g016 g073 g003 g096 g100 g102 g052 g052 g001 g017,10,12,det noun num det part part part verb det noun,3590
korero muri i tamaiti te manu haere te i Ngaara te o,g051 g051 g020 g101 g017 g002 g016 g057 g003 g096 g081 g001 g105 g105,12,14,verb noun part noun det noun verb det part name det part,3591
mai vahine rua Hotu tai ki tangata tangata haere Tuu atu tahi,g098 g098 g016 g071 g071 g086 g022 g096 g018 g020 g065 g084 g102 g102 g072 g072,12,16,part noun num name noun part noun noun verb name part num,3592
tahi mate Hotu tua rua i ana te tangata,g075 g060 g095 g016 g071 g096 g096 g016 g001 g018,9,10,num verb name noun num part noun det noun,3593
na ika tangata ha ono noho,g014 g035 g035 g016 g075 g075 g073 g051,6,8,det noun noun num num verb,3594
kite Koihu tamaiti mata teia tangata,g067 g083 g039 g033 g006 g044 g044,6,7,verb name noun noun det noun,3595
ki haere vahine noho rakau noho,g097 g097 g054 g016 g051 g016 g054,6,7,part verb noun verb noun verb,3596
tangata tangata kite hula te,g016 g016 g052 g051 g001,5,5,noun noun verb verb det,3597
Tane ki tahi he tahi raa haere vahine he Ngaara,g082 g102 g072 g002 g075 g075 g016 g069 g020 g009 g081,10,11,name part num det num noun verb noun det name,3598
Tuu tangata ruga he tahi tangata tau tangata haere i mata,g083 g025 g016 g004 g076 g016 g003 g016 g051 g096 g037,11,11,name noun noun det num noun det noun verb part noun,3599
tangata haere kai i te Matua hua i tahi Koihu toru,g016 g051 g051 g096 g011 g081 g081 g035 g101 g072 g086 g086 g071,11,13,noun verb verb part det name noun part num name num,3600
tangata vai i te he,g021 g016 g098 g098 g001 g001,5,6,noun noun part det det,3601
o ua o tangata a rakau haere tangata noho taringa i,g013 g016 g002 g002 g021 g097 g016 g051 g024 g051 g016 g100,11,12,det noun det noun part noun verb noun verb noun part,3602
haere tangata ra,g065 g020 g020 g097 g097,3,5,verb noun part,3603
he i ma haere tangata,g008 g096 g017 g051 g023,5,5,det part noun verb noun,3604
mata marama te moe tamaiti,g018 g028 g012 g057 g057 g037,5,6,noun noun det verb noun,3605
tangata tamaiti te ua manu vai ai Maui hula vahine kai tangata,g022 g045 g001 g028 g032 g017 g055 g081 g081 g052 g016 g059 g016,12,13,noun noun det noun noun noun verb name verb noun verb noun,3606
ua Tuu mate tangata te i hahau maui hoki inu raa,g017 g088 g055 g016 g001 g001 g099 g099 g054 g031 g057 g053 g016,11,13,noun name verb noun det part verb noun verb verb noun,3607
tamaiti tangata i vahine,g031 g021 g096 g096 g016 g016,4,6,noun noun part noun,3608
ika tangata vahine,g019 g019 g047 g017,3,4,noun noun noun,3609
te tau vahine moe ki haere te,g001 g009 g025 g051 g051 g096 g056 g001,7,8,det det noun verb part verb det,3610
tangata he marama manu,g025 g008 g019 g019 g016 g016,4,6,noun det noun noun,3611
Matua tangata rua tau haere rakau rua haere,g081 g018 g072 g072 g005 g051 g017 g074 g051,8,9,name noun num det verb noun num verb,3612
ika i inu,g019 g098 g060,3,3,noun part verb,3613
haere haere na haere i i rima ruatekau e Tuu taringa,g054 g069 g001 g051 g096 g096 g073 g074 g005 g083 g016,11,11,verb verb det verb part part num num det name noun,3614
Koihu tahi ki tangata kite raro haere tangata rima atu ma rakau,g081 g071 g103 g017 g051 g016 g055 g031 g016 g016 g099 g099 g017 g016,12,14,name num part noun verb noun verb noun noun part noun noun,3615
moe korero he no he,g052 g051 g007 g098 g002,5,5,verb verb det part det,3616
korero i tamaiti tiki Hotu kai Makemake Hotu tangata noho haere,g051 g096 g016 g054 g081 g053 g081 g091 g050 g052 g052 g063,11,12,verb part noun verb name verb name name noun verb verb,3617
hula vahine noho rakau ono noho mai ika ki ma,g057 g016 g060 g043 g071 g062 g096 g025 g025 g103 g016 g016,10,12,verb noun verb noun num verb part noun part noun,3618
haere ava mai rua ka te haere tangata rua nei manu,g051 g051 g047 g047 g096 g071 g001 g002 g053 g016 g077 g099 g019 g019,11,14,verb noun part num det det verb noun num part noun,3619
ha hongahuru moana tangata,g075 g071 g071 g025 g018,4,5,num num noun noun,3620
o na Hotu,g002 g100 g085,3,3,det part name,3621
ihu teia kiko ki maunga vahine a Tangaroa i tangata,g016 g003 g017 g101 g017 g019 g019 g001 g082 g082 g096 g096 g016,10,13,noun det noun part noun noun det name part noun,3622
haere vahine ihu atu te nga moe vai,g059 g016 g016 g020 g100 g100 g006 g012 g054 g016,8,10,verb noun noun part det det verb noun,3623
tahi te tau tangata na i he tamaiti,g071 g071 g012 g012 g003 g036 g003 g096 g001 g036,8,10,num det det noun det part det noun,3624
tangata atu tangata tamaiti tangata,g029 g096 g019 g038 g036,5,5,noun part noun noun noun,3625
raa tau inu te vahine tangata matau haere o ika kai tamaiti,g017 g006 g006 g052 g003 g027 g022 g018 g055 g003 g017 g054 g018,12,13,noun det verb det noun noun noun verb det noun verb noun,3626
i e i tau rakau,g096 g007 g097 g097 g010 g045,5,6,part det part det noun,3627
hele motu atu he,g053 g035 g096 g096 g001,4,5,verb noun part det,3628
tangata ki Matua rere,g016 g096 g087 g087 g051,4,5,noun part name verb,3629
he tamaiti haere i kai tangata tangata ma te ra Koihu tau,g003 g016 g051 g096 g051 g016 g017 g096 g011 g097 g081 g001,12,12,det noun verb part verb noun noun part det part name det,3630
noho tamaiti raa te te tangata,g051 g019 g017 g017 g002 g001 g016,6,7,verb noun noun det det noun,3631
ki Ngaara Tupa i ki,g105 g090 g090 g090 g096 g096,5,6,part name name part part,3632
kite nga tau noho tamaiti,g051 g002 g004 g053 g027,5,5,verb det det verb noun,3633
te i he haere tangata hula,g003 g098 g001 g001 g056 g034 g058,6,7,det part det verb noun verb,3634
topa Ngaara tangi he tau Tangaroa te te tangata tangata,g057 g081 g051 g001 g003 g088 g007 g004 g022 g016,10,10,verb name verb det det name det det noun noun,3635
Hotu i Matua te rima he moe i tangata Tuu noho,g083 g096 g084 g084 g012 g012 g075 g014 g053 g104 g016 g081 g053,11,13,name part name det num det verb part noun name verb,3636
manu tangata tangata Ngaara,g016 g025 g017 g082,4,4,noun noun noun name,3637
haere moe nga ana te i haere inu e mai hula inu,g052 g061 g003 g096 g096 g001 g103 g054 g061 g007 g007 g098 g070 g058,12,14,verb verb det part det part verb verb det part verb verb,3638
teia rere tau tau,g001 g054 g008 g008 g001,4,5,det verb det det,3639
moana noho tahi a i,g044 g063 g072 g001 g098,5,5,noun verb num det part,3640
na noho noho raa tangata tangata haere matangi,g100 g053 g051 g016 g016 g016 g016 g060 g016 g016,8,10,part verb verb noun noun noun verb noun,3641
inu te inu tangata ma i,g052 g003 g051 g040 g097 g096,6,6,verb det verb noun part part,3642
ai ua te te kai tangata te te he,g051 g017 g002 g002 g005 g051 g051 g017 g003 g011 g003,9,11,verb noun det det verb noun det det det,3643
tangata hongahuru hateke i pe Tuu,g017 g076 g071 g071 g100 g100 g084,6,7,noun num num part part name,3644
ava haere na tangata ki tena Tuu ma vahine ana Rongo na,g037 g060 g001 g033 g101 g001 g001 g081 g016 g038 g097 g081 g003,12,13,noun verb det noun part det name noun noun part name det,3645
tangata ihu tangata,g017 g016 g019,3,3,noun noun noun,3646
haere Hotu ma nei haere,g054 g083 g102 g097 g051,5,5,verb name part part verb,3647
tahi tamaiti moana te kai ki te rima,g072 g041 g050 g010 g059 g098 g002 g077,8,8,num noun noun det verb part det num,3648
raa ei ala,g043 g096 g051,3,3,noun part verb,3649
ika mai te Matua mai inu rua he,g025 g025 g097 g001 g082 g082 g098 g052 g071 g001,8,10,noun part det name part verb num det,3650
tangata te mai Tangaroa,g037 g004 g104 g088,4,4,noun det part name,3651
Hotu he haere haere Matua ana ai na a te te,g081 g002 g053 g053 g051 g083 g024 g055 g096 g001 g002 g008,11,12,name det verb verb name noun verb part det det det,3652
vahine tiki no te,g016 g056 g096 g001,4,4,noun verb part det,3653
mata ma ki ai te i ika noho manu te noho,g018 g034 g096 g096 g053 g010 g104 g104 g050 g062 g025 g006 g053,11,13,noun noun part verb det part noun verb noun det verb,3654
haere tangata rima te tangata tangata kai hana,g055 g022 g072 g001 g019 g046 g060 g059,8,8,verb noun num det noun noun verb verb,3655
a tau makemake,g001 g003 g051,3,3,det det verb,3656
nga rima ana tangata,g008 g008 g071 g035 g016,4,5,det num noun noun,3657
ki ei he tamaiti manu Hotu tangata hele Hotu tena manu tangata,g100 g103 g001 g016 g016 g083 g040 g052 g052 g095 g006 g038 g018,12,13,part part det noun noun name noun verb name det noun noun,3658
Hotu haere rua haere ala moana,g088 g053 g071 g052 g052 g051 g017,6,7,name verb num verb verb noun,3659
ki mai Maui maui tahi,g097 g096 g083 g035 g071,5,5,part part name noun num,3660
matangi tahi tangata te tangata Koihu,g019 g077 g017 g010 g016 g081,6,6,noun num noun det noun name,3661
muri i Ngaara noho vahine e a tiki Hotu haere ki mo,g016 g016 g098 g098 g081 g054 g054 g017 g004 g004 g013 g063 g082 g065 g100 g100 g101,12,17,noun part name verb noun det det verb name verb part part,3662
kai ora haere Tangaroa,g066 g051 g052 g089,4,4,verb verb verb name,3663
te tangata waha na e ono matangi te vai,g001 g023 g042 g103 g001 g072 g017 g017 g002 g016,9,10,det noun noun part det num noun det noun,3664
na tomo tangata,g097 g052 g016,3,3,part verb noun,3665
haere nga tangata moana,g056 g008 g016 g016,4,4,verb det noun noun,3666
haere hua haere mai te kai hahau nga inu nga,g053 g053 g016 g016 g052 g052 g096 g096 g001 g054 g058 g001 g051 g051 g005,10,15,verb noun verb part det verb verb det verb det,3667
Koihu te matangi tau ono te i vaka he tangata tangata ma,g081 g081 g003 g016 g007 g072 g006 g099 g017 g001 g025 g016 g016,12,13,name det noun det num det part noun det noun noun noun,3668
noho hana mate haere Hotu i,g053 g065 g052 g057 g084 g084 g096,6,7,verb verb verb verb name part,3669
manu ko te ko kai,g032 g004 g001 g002 g054,5,5,noun det det det verb,3670
rua vai he ki ra i Matua tahi Tuu tangata atu,g075 g016 g016 g008 g100 g101 g099 g083 g075 g082 g017 g096,11,12,num noun det part part part name num name noun part,3671
ki te tangata haere inu noho vahine Ngaara te i Tangaroa rakau,g098 g004 g016 g054 g058 g057 g016 g088 g011 g103 g086 g018,12,12,part det noun verb verb verb noun name det part name noun,3672
tamaiti e rua tangata rima tangata rakau manu mai Matua,g016 g001 g071 g034 g019 g020 g017 g016 g096 g081,10,10,noun det num noun noun noun noun noun part name,3673
i te Tiki,g096 g096 g003 g081,3,4,part det name,3674
Tangaroa ora i nga tangata hahau vahine tangata ma he,g081 g053 g096 g001 g016 g052 g052 g021 g021 g019 g019 g099 g001,10,13,name verb part det noun verb noun noun part det,3675
inu ma ana te hele haere tangata,g051 g051 g020 g020 g016 g007 g058 g067 g018,7,9,verb noun noun det verb verb noun,3676
tau te ora ora tangata motu tangata mai ko,g001 g001 g001 g051 g052 g028 g028 g023 g020 g102 g001 g001,9,12,det det verb verb noun noun noun part det,3677
mai i tau noho mai rima ma tomo tahi ki,g100 g096 g051 g059 g059 g100 g072 g072 g019 g051 g072 g072 g096,10,13,part part verb verb part num noun verb num part,3678
i haere Matua ma he tangata te rima,g096 g056 g088 g024 g004 g026 g001 g018,8,8,part verb name noun det noun det noun,3679
Hotu ma ki na Hotu Matua Koihu,g083 g083 g016 g016 g096 g001 g082 g082 g091 g091,7,10,name noun part det name name name,3680
ika vahine ai,g029 g028 g053,3,3,noun noun verb,3681
Hotu te ora Ngaara,g085 g002 g002 g051 g082,4,5,name det verb name,3682
Tuu mo vahine noho Matua Hotu,g081 g100 g026 g055 g081 g082,6,6,name part noun verb name name,3683
ruga he tangata Hotu manu tangata mai te tangata haere Tuu,g026 g012 g028 g083 g032 g020 g096 g096 g002 g016 g016 g051 g090,11,13,noun det noun name noun noun part det noun verb name,3684
maunga rima haere tangata te,g035 g020 g020 g054 g017 g002,5,6,noun noun verb noun det,3685
korero e kiko a te haere noho,g058 g001 g001 g017 g096 g006 g052 g051,7,8,verb det noun part det verb verb,3686
tangata tamaiti ki tangata haere noho,g016 g018 g097 g097 g016 g054 g054 g052,6,8,noun noun part noun verb verb,3687
Makemake tangata tangata tangata tangata i tangata ha,g081 g023 g023 g016 g016 g016 g016 g096 g016 g071,8,10,name noun noun noun noun part noun num,3688
he Hotu o tangata,g001 g083 g083 g004 g028,4,5,det name det noun,3689
tau mo inu teia,g002 g100 g053 g053 g008,4,5,det part verb det,3690
noho Hotu tangata ki,g052 g082 g082 g019 g098,4,5,verb name noun part,3691
te Matua makemake te ki tangata,g001 g086 g055 g002 g096 g044,6,6,det name verb det part noun,3692
tangata ki vai marama tangata noho ma he,g016 g016 g096 g096 g046 g020 g016 g055 g017 g002,8,10,noun part noun noun noun verb noun det,3693
he te ki ai tangi ika,g002 g003 g096 g105 g105 g052 g052 g018,6,8,det det part part verb noun,3694
tau i kai inu Hotu tamaiti,g015 g104 g052 g070 g084 g084 g016,6,7,det part verb verb name noun,3695
nga i tau na tekau tau rakau haere Makemake,g007 g007 g096 g005 g098 g074 g001 g022 g051 g095 g095,9,11,det part det part num det noun verb name,3696
kai vahine o he tangata Hotu tau,g054 g021 g002 g002 g022 g022 g081 g006,7,8,verb noun det det noun name det,3697
haere mai tau korero ono o i vahine tangata,g053 g096 g001 g066 g075 g001 g001 g100 g016 g035,9,10,verb part det verb num det part noun noun,3698
i raa noho te Hotu e,g096 g019 g019 g069 g002 g081 g001,6,7,part noun verb det name det,3699
haere te manu na te ko matau tangata tena noho,g054 g001 g016 g014 g001 g005 g005 g032 g020 g003 g052,10,11,verb det noun det det det noun noun det verb,3700
ki mata mata,g098 g047 g017,3,3,part noun noun,3701
haere tangata i Tane Koihu tangi Hotu tuku te,g054 g028 g028 g096 g096 g081 g082 g082 g051 g051 g082 g053 g001,9,13,verb noun part name name verb name verb det,3702
puke manu kai nga i Hotu vahine Ngaara na Ngaara Hotu vahine,g053 g016 g056 g005 g103 g094 g017 g085 g096 g081 g081 g017,12,12,verb noun verb det part name noun name part name name noun,3703
inu ki noho tangata tangata ra rua ko tangata vai,g063 g100 g100 g052 g017 g023 g096 g074 g001 g017 g018,10,11,verb part verb noun noun part num det noun noun,3704
tahi vahine tangata toru Hotu he te i mai tangata Hotu tangata,g071 g016 g016 g033 g071 g081 g006 g006 g096 g100 g022 g084 g084 g016,12,14,num noun noun num name det det part part noun name noun,3705
marama ki haere Hotu,g017 g017 g098 g068 g081,4,5,noun part verb name,3706
ma tangata he haere,g045 g016 g002 g057,4,4,noun noun det verb,3707
noho ana ko,g051 g027 g001 g001,3,4,verb noun det,3708
ma raro no tangi tangata he na tiki tangata ika rima i,g099 g016 g096 g052 g016 g001 g004 g004 g056 g022 g022 g022 g096,12,13,part noun part verb noun det det verb noun noun noun part,3709
vahine haere tangata Matua manu i tau kai,g019 g066 g032 g085 g017 g104 g001 g053,8,8,noun verb noun name noun part det verb,3710
tekau haere te te tangata nga,g072 g072 g051 g051 g003 g011 g011 g017 g003,6,9,num verb det det noun det,3711
tamaiti Hotu matangi tangata ika Hotu haere Hotu,g019 g019 g081 g017 g018 g026 g081 g081 g052 g082,8,10,noun name noun noun noun name verb name,3712
i te ha,g098 g001 g071,3,3,part det num,3713
Tangaroa i vahine moe i haere ha matau tau tai,g095 g095 g096 g033 g051 g098 g051 g076 g016 g001 g016,10,11,name part noun verb part verb num noun det noun,3714
Tuu kume marama ika ika rua tangata i i i tangata i,g092 g058 g058 g024 g016 g016 g039 g077 g016 g016 g097 g099 g096 g016 g097 g097,12,16,name verb noun noun noun num noun part part part noun part,3715
tau ua i inu ki nei Hotu inu ki puke ko vahine,g001 g016 g016 g096 g051 g051 g100 g096 g095 g095 g056 g056 g096 g051 g003 g003 g023,12,17,det noun part verb part part name verb part verb det noun,3716
tahi tangata te nga tangata rere Hotu Matua,g080 g046 g003 g014 g022 g066 g086 g081,8,8,num noun det det noun verb name name,3717
haere noho tangata tangata te tangi taringa na,g052 g051 g024 g024 g019 g002 g069 g020 g004,8,9,verb verb noun noun det verb noun det,3718
Tuu tangata manu manu tangata ihu tangata manu te noho haere motu,g086 g016 g016 g017 g020 g016 g019 g019 g028 g016 g016 g011 g011 g053 g055 g027,12,16,name noun noun noun noun noun noun noun det verb verb noun,3719
vahine noho noho Matua manu tangata i he,g018 g052 g051 g084 g016 g019 g019 g103 g012,8,9,noun verb verb name noun noun part det,3720
mai mata Tane,g105 g016 g082,3,3,part noun name,3721
tangata te Tangaroa ua,g017 g002 g083 g021,4,4,noun det name noun,3722
tangata hula haere Hotu tua na,g018 g055 g066 g066 g081 g017 g001,6,7,noun verb verb name noun det,3723
ala tangata tangata i,g063 g049 g017 g096,4,4,verb noun noun part,3724
tangata ki te Koihu Tane te muri,g017 g096 g008 g084 g086 g006 g028 g028,7,8,noun part det name name det noun,3725
haere ika Koihu te Tuu tangata Hotu huti mo,g053 g016 g081 g003 g085 g085 g018 g083 g051 g097,9,10,verb noun name det name noun name verb part,3726
a i tangata na haere vahine manu matangi i,g096 g100 g021 g097 g054 g017 g022 g019 g096,9,9,part part noun part verb noun noun noun part,3727
haere na tangata he no,g052 g003 g041 g006 g006 g099,5,6,verb det noun det part,3728
haere Hotu i ono inu i tau,g051 g081 g097 g072 g058 g100 g001,7,7,verb name part num verb part det,3729
te tamaiti ai mai tangata moana,g001 g036 g036 g060 g096 g025 g017,6,7,det noun verb part noun noun,3730
i tahi tangata marama haere tangata haere i atu,g096 g072 g072 g029 g017 g051 g027 g051 g096 g096,9,10,part num noun noun verb noun verb part part,3731
tahi teia tangata tamaiti raro tena,g071 g001 g017 g032 g026 g010 g010,6,7,num det noun noun noun det,3732
he atu hele motu he noho te tahi tamaiti noho o,g013 g098 g055 g017 g011 g063 g004 g071 g023 g051 g001,11,11,det part verb noun det verb det num noun verb det,3733
tahi e tamaiti tangata moe haere noho kai haere Hotu ma haere,g071 g003 g018 g016 g016 g051 g051 g068 g061 g053 g057 g081 g023 g051,12,14,num det noun noun verb verb verb verb verb name noun verb,3734
vahine tangata he,g037 g016 g006,3,3,noun noun det,3735
te na rua ki,g011 g002 g002 g076 g096,4,5,det det num part,3736
kume haere vahine Matua Matua tangata te tamaiti haere,g051 g053 g017 g092 g089 g016 g001 g017 g051 g051,9,10,verb verb noun name name noun det noun verb,3737
he nei Hotu rua te tau ma,g002 g099 g082 g071 g007 g006 g006 g101,7,8,det part name num det det part,3738
kai Hotu hele Hotu noho i ika tangata ka moe tangata,g051 g081 g053 g081 g052 g104 g018 g016 g001 g051 g022,11,11,verb name verb name verb part noun noun det verb noun,3739
manu atu vahine hoki atu Hotu tau noho tangata,g016 g096 g048 g053 g097 g082 g002 g051 g016,9,9,noun part noun verb part name det verb noun,3740
tangata makemake teia haere toru te i,g016 g052 g009 g051 g051 g076 g001 g096,7,8,noun verb det verb num det part,3741
haere te tamaiti korero mo rakau tamaiti va i,g051 g005 g017 g054 g054 g096 g096 g016 g016 g023 g023 g071 g098,9,13,verb det noun verb part noun noun num part,3742
uta haere noho na te ma te ko na,g018 g018 g054 g051 g096 g002 g016 g002 g010 g001,9,10,noun verb verb part det noun det det det,3743
